current_level,accuracy,response_time,total_attempts,later_attempts,later_mistakes,previous_score,difficulty_change
2,31.54,97.53,9,3,2,57.52,EASIER
4,30.13,134.79,18,3,1,83.51,SAME
2,50.81,44.62,6,0,0,53.49,SAME
4,25.72,140.38,19,4,1,76.16,SAME
1,71.43,42.46,3,1,0,62.89,SAME
2,51.89,44.59,6,0,0,85.33,HARDER
4,25.0,218.14,21,6,5,81.89,EASIER
1,49.07,42.63,4,2,0,66.99,HARDER
2,42.66,67.01,7,1,0,54.58,SAME
4,26.3,185.13,20,5,3,77.38,EASIER
1,45.57,69.57,5,3,1,38.66,SAME
3,25.0,140.86,15,3,1,58.19,SAME
2,34.73,89.8,9,3,1,60.5,SAME
2,36.9,62.5,8,2,0,67.08,HARDER
3,34.42,110.65,14,2,0,88.79,HARDER
2,35.31,73.84,8,2,0,79.78,HARDER
2,29.57,125.64,11,5,3,53.63,EASIER
4,25.0,128.64,19,4,2,79.47,EASIER
1,100.0,32.03,2,0,0,87.5,HARDER
5,26.79,220.83,22,4,1,50.04,SAME
1,44.8,74.92,5,3,2,53.66,SAME
2,42.51,65.44,8,2,1,89.77,EASIER
5,26.66,171.49,21,3,2,74.16,EASIER
5,28.84,138.88,21,3,2,64.27,EASIER
5,27.82,118.12,20,2,0,73.33,SAME
5,27.74,219.57,22,4,3,76.5,EASIER
4,36.64,112.59,15,0,0,49.69,SAME
2,55.45,41.45,6,0,0,76.6,HARDER
3,31.04,113.16,14,2,1,94.45,SAME
5,26.84,169.81,21,3,2,74.75,EASIER
4,30.04,130.81,15,0,0,58.59,SAME
1,97.47,23.52,2,0,0,55.99,SAME
5,31.1,169.72,20,2,0,68.27,SAME
5,28.01,120.69,19,1,0,83.91,HARDER
3,28.3,155.27,17,5,3,78.96,EASIER
4,25.0,197.5,19,4,2,64.23,EASIER
4,29.81,210.44,17,2,2,76.65,EASIER
2,53.4,79.42,6,0,0,73.31,HARDER
4,25.0,212.12,20,5,4,55.68,EASIER
5,31.67,239.78,21,3,2,75.76,EASIER
2,34.89,85.33,9,3,0,52.85,SAME
2,41.77,75.65,8,2,0,50.33,SAME
3,25.0,200.38,20,8,4,47.4,EASIER
5,37.9,192.43,18,0,0,61.32,SAME
2,41.22,57.14,7,1,1,69.47,EASIER
4,28.03,163.24,18,3,2,41.92,EASIER
3,25.0,109.8,19,7,0,76.84,HARDER
3,32.46,67.48,12,0,0,86.41,HARDER
2,46.26,44.94,7,1,1,69.75,EASIER
1,96.32,31.0,2,0,0,75.42,HARDER
2,53.31,40.03,6,0,0,77.08,HARDER
1,97.12,20.0,2,0,0,79.71,HARDER
3,29.54,85.58,13,1,1,100.0,EASIER
5,26.09,197.3,22,4,3,63.85,SAME
5,25.0,221.76,26,8,5,65.16,EASIER
4,25.0,167.92,17,2,1,38.15,EASIER
5,27.98,250.11,23,5,4,74.75,EASIER
4,25.0,250.0,22,7,4,46.11,EASIER
2,47.39,81.15,7,1,0,72.89,HARDER
2,33.07,104.36,10,4,3,37.24,EASIER
1,100.0,27.1,2,0,0,50.92,SAME
3,26.78,140.41,15,3,0,51.17,SAME
5,32.35,130.91,19,1,1,84.25,EASIER
5,27.88,254.7,22,4,4,36.02,EASIER
5,25.61,149.06,23,5,0,74.43,SAME
5,30.6,114.77,18,0,0,89.44,SAME
2,32.83,99.31,10,4,1,59.07,SAME
5,32.1,234.88,21,3,1,65.33,EASIER
5,27.4,276.64,24,6,5,36.35,EASIER
1,68.59,37.41,3,1,1,61.57,SAME
5,33.64,148.7,19,1,0,79.07,SAME
2,43.17,91.45,8,2,1,66.67,EASIER
1,100.0,28.01,2,0,0,85.8,HARDER
1,100.0,26.05,2,0,0,96.14,HARDER
2,49.07,54.4,6,0,0,83.26,HARDER
3,28.54,65.48,12,0,0,92.95,HARDER
3,25.0,169.14,16,4,2,63.2,EASIER
1,98.8,26.38,2,0,0,80.58,HARDER
2,46.38,48.11,6,0,0,69.92,HARDER
3,30.01,67.3,12,0,0,82.73,HARDER
4,25.55,234.26,20,5,1,34.54,EASIER
4,27.99,155.23,17,2,1,72.6,EASIER
2,43.89,72.32,8,2,1,67.6,EASIER
1,44.25,72.4,5,3,2,71.94,SAME
1,38.32,60.65,5,3,1,53.89,SAME
1,38.91,33.91,5,3,0,84.97,HARDER
2,25.5,132.74,12,6,2,55.37,EASIER
1,66.7,31.46,3,1,0,76.65,HARDER
2,26.55,148.62,11,5,3,56.48,EASIER
1,97.89,31.51,2,0,0,96.82,HARDER
5,26.53,197.53,23,5,3,69.2,EASIER
1,66.72,34.74,3,1,0,63.2,SAME
5,29.98,167.43,21,3,2,78.59,EASIER
1,25.0,69.68,9,7,0,37.93,SAME
3,28.52,120.21,14,2,0,58.75,SAME
2,49.62,40.72,7,1,0,70.56,HARDER
2,50.99,46.88,6,0,0,71.09,HARDER
5,25.83,209.59,23,5,3,43.34,EASIER
5,36.96,123.44,18,0,0,74.05,SAME
4,33.51,103.07,17,2,1,66.11,EASIER
3,32.2,169.81,15,3,2,51.84,EASIER
3,32.27,73.47,12,0,0,100.0,HARDER
1,41.34,72.73,5,3,1,51.75,SAME
4,27.48,114.93,17,2,1,60.22,EASIER
2,25.0,131.79,11,5,2,49.39,EASIER
4,31.39,158.85,18,3,3,93.7,EASIER
2,40.5,44.85,7,1,0,100.0,HARDER
3,32.73,95.29,12,0,0,74.82,HARDER
3,29.37,100.46,14,2,1,78.95,EASIER
2,46.63,66.98,7,1,0,85.24,HARDER
5,29.77,142.58,19,1,0,79.47,SAME
2,45.42,66.38,6,0,0,100.0,HARDER
1,100.0,26.24,2,0,0,50.96,SAME
3,25.0,122.55,14,2,0,62.79,SAME
2,46.05,42.07,7,1,0,85.7,HARDER
5,31.29,202.72,20,2,1,53.47,EASIER
4,25.0,144.32,19,4,1,57.68,SAME
4,37.53,119.75,15,0,0,96.17,HARDER
2,40.8,99.96,8,2,2,72.69,EASIER
1,69.3,24.33,3,1,0,54.98,SAME
5,26.04,225.83,23,5,3,41.51,EASIER
1,63.06,41.66,3,1,0,69.41,HARDER
4,25.44,139.72,18,3,1,75.42,SAME
3,27.77,139.13,14,2,1,53.75,EASIER
5,35.75,129.09,18,0,0,95.09,SAME
4,35.72,122.35,16,1,0,88.74,HARDER
5,25.0,219.93,26,8,4,51.06,EASIER
4,27.3,181.81,22,7,2,46.75,EASIER
1,66.06,21.45,3,1,0,64.84,SAME
5,31.1,183.63,20,2,2,52.32,EASIER
1,95.48,20.0,2,0,0,75.84,HARDER
3,28.57,172.24,14,2,1,27.66,EASIER
5,25.0,246.72,24,6,4,73.41,EASIER
5,25.0,195.43,24,6,1,69.37,SAME
2,50.97,51.33,6,0,0,58.95,SAME
1,54.99,65.58,4,2,2,50.09,SAME
4,27.82,250.0,19,4,2,26.16,EASIER
5,28.96,299.01,24,6,6,25.0,EASIER
5,25.0,214.32,23,5,4,62.81,EASIER
4,25.0,135.99,17,2,0,58.85,SAME
2,52.56,38.88,6,0,0,87.57,HARDER
1,57.59,37.97,4,2,0,73.91,HARDER
4,25.0,250.0,21,6,6,38.9,EASIER
2,31.51,90.96,8,2,0,56.32,SAME
1,66.5,27.75,3,1,0,57.6,SAME
4,27.67,178.81,16,1,1,53.85,EASIER
1,69.57,26.03,3,1,0,60.11,SAME
3,27.64,96.7,13,1,1,64.27,EASIER
5,25.0,219.39,23,5,3,88.8,EASIER
3,36.52,112.69,14,2,0,60.82,SAME
4,25.0,176.7,19,4,2,66.38,EASIER
5,29.08,183.26,24,6,5,94.91,EASIER
2,25.0,78.16,11,5,1,51.83,SAME
5,25.0,167.97,23,5,2,56.15,EASIER
3,33.79,113.8,13,1,0,67.26,HARDER
4,30.0,112.63,19,4,0,63.79,SAME
1,51.55,36.37,4,2,0,70.45,HARDER
5,25.0,129.38,21,3,1,76.78,SAME
5,25.32,145.93,20,2,1,87.98,EASIER
3,25.0,152.87,17,5,2,72.51,EASIER
3,28.61,95.31,15,3,1,58.5,SAME
4,25.94,217.93,22,7,6,59.19,EASIER
2,45.23,69.15,7,1,0,64.66,SAME
5,25.0,300.0,27,9,6,54.35,EASIER
4,28.6,191.22,19,4,0,60.09,SAME
4,30.72,226.62,17,2,2,36.51,EASIER
4,25.0,236.89,22,7,3,59.51,EASIER
2,42.62,63.58,6,0,0,93.41,HARDER
2,50.91,61.24,6,0,0,66.44,HARDER
4,25.46,116.12,17,2,0,79.41,HARDER
2,47.6,55.82,6,0,0,93.65,HARDER
2,53.31,66.17,6,0,0,67.29,HARDER
3,27.43,177.27,15,3,2,49.28,EASIER
4,30.53,194.16,19,4,3,52.24,EASIER
3,25.0,151.54,15,3,3,53.03,EASIER
5,25.0,280.55,23,5,4,33.38,EASIER
4,25.0,162.92,18,3,0,73.47,HARDER
2,31.28,59.56,9,3,0,78.54,HARDER
5,30.51,162.26,19,1,1,76.37,EASIER
2,50.9,41.65,6,0,0,94.08,HARDER
4,25.0,185.31,22,7,2,47.98,EASIER
3,27.61,93.14,13,1,0,81.84,HARDER
1,53.43,43.59,4,2,2,65.21,SAME
2,48.17,61.11,6,0,0,88.21,HARDER
3,30.35,72.26,12,0,0,88.14,HARDER
5,28.41,169.62,20,2,1,60.9,EASIER
3,32.2,79.47,13,1,0,74.65,HARDER
1,37.3,62.77,5,3,1,56.7,SAME
1,97.4,20.0,2,0,0,100.0,HARDER
1,50.4,47.34,4,2,0,57.51,SAME
1,95.19,20.0,2,0,0,67.45,HARDER
5,25.27,296.11,23,5,3,48.94,EASIER
4,25.0,132.31,18,3,1,70.63,SAME
1,98.3,20.0,2,0,0,83.25,HARDER
3,31.97,60.0,13,1,0,99.88,HARDER
3,29.27,70.74,13,1,0,67.05,HARDER
3,25.91,101.04,14,2,0,75.98,HARDER
4,30.89,184.17,16,1,1,63.23,EASIER
4,26.11,151.26,19,4,1,58.32,SAME
1,100.0,50.86,2,0,0,61.91,SAME
3,26.93,99.75,12,0,0,85.03,HARDER
1,67.71,46.18,3,1,0,53.44,SAME
5,31.34,117.05,19,1,0,83.63,SAME
3,29.48,107.44,13,1,1,56.8,EASIER
3,27.53,107.09,12,0,0,57.92,SAME
1,100.0,22.44,2,0,0,62.74,SAME
1,96.61,20.0,2,0,0,88.28,HARDER
1,68.31,21.43,3,1,0,60.49,SAME
5,26.77,296.54,22,4,3,42.13,EASIER
5,25.0,237.7,22,4,2,25.0,EASIER
1,100.0,23.93,2,0,0,87.03,HARDER
1,100.0,30.66,2,0,0,76.62,HARDER
1,39.19,60.35,5,3,1,64.48,SAME
4,28.94,132.69,17,2,1,72.74,SAME
1,100.0,21.54,2,0,0,67.58,HARDER
5,26.81,190.56,19,1,0,78.98,SAME
3,25.54,176.26,17,5,3,52.51,EASIER
5,28.44,230.0,22,4,1,67.44,SAME
1,99.45,25.42,2,0,0,75.37,HARDER
4,31.64,201.91,17,2,0,68.08,SAME
5,27.96,176.79,21,3,1,66.61,SAME
4,29.49,123.81,16,1,0,91.45,HARDER
2,47.96,38.72,6,0,0,86.45,HARDER
4,25.0,185.26,19,4,2,52.63,EASIER
5,25.47,158.41,21,3,3,72.02,EASIER
1,100.0,25.97,2,0,0,66.2,HARDER
2,51.29,54.72,6,0,0,74.89,HARDER
4,26.88,98.83,16,1,0,81.7,HARDER
5,25.0,184.43,22,4,0,74.05,SAME
3,35.29,76.4,12,0,0,68.6,HARDER
1,100.0,20.0,2,0,0,100.0,HARDER
5,31.82,136.55,20,2,1,82.43,EASIER
5,29.71,216.85,20,2,1,66.35,EASIER
1,100.0,40.08,2,0,0,85.13,HARDER
4,37.44,104.26,16,1,0,71.92,HARDER
4,33.31,95.68,15,0,0,66.79,HARDER
2,51.5,51.02,6,0,0,67.43,HARDER
4,27.01,152.02,16,1,1,73.75,EASIER
1,100.0,23.26,2,0,0,79.98,HARDER
5,25.0,238.63,24,6,3,63.02,EASIER
3,29.12,118.07,16,4,1,67.97,SAME
2,34.27,69.56,8,2,0,63.76,SAME
1,55.03,37.72,4,2,0,62.87,SAME
1,100.0,44.16,2,0,0,71.49,HARDER
4,30.53,153.52,17,2,1,60.64,EASIER
2,53.11,44.95,6,0,0,85.5,HARDER
2,26.7,110.51,11,5,0,52.77,SAME
5,25.93,300.0,23,5,4,44.85,EASIER
2,35.93,91.66,8,2,1,66.53,EASIER
3,28.52,99.27,16,4,1,69.57,SAME
4,29.77,157.75,17,2,1,68.68,EASIER
1,100.0,20.0,2,0,0,86.34,HARDER
2,46.63,43.3,7,1,0,82.78,HARDER
3,30.72,87.6,13,1,0,71.93,HARDER
3,27.07,102.73,15,3,2,59.12,SAME
4,25.0,172.17,20,5,3,53.51,EASIER
1,100.0,48.13,2,0,0,58.11,SAME
4,31.62,198.48,19,4,2,62.45,EASIER
2,28.77,128.24,11,5,2,44.15,EASIER
2,34.32,63.79,9,3,0,55.49,SAME
4,34.74,138.92,16,1,1,74.16,EASIER
4,31.8,190.62,17,2,1,50.72,HARDER
1,100.0,29.63,2,0,0,85.67,HARDER
2,41.37,63.6,7,1,0,91.83,HARDER
2,40.88,91.74,8,2,1,62.18,EASIER
5,28.92,172.12,21,3,2,82.9,EASIER
1,65.03,23.78,3,1,0,67.34,HARDER
4,27.77,149.06,18,3,1,69.92,SAME
4,25.1,188.23,19,4,4,65.79,EASIER
1,98.97,37.65,2,0,0,87.2,HARDER
4,35.14,118.89,16,1,0,81.94,HARDER
1,100.0,32.78,2,0,0,100.0,HARDER
3,26.73,152.22,15,3,2,64.1,EASIER
1,98.58,35.65,2,0,0,86.55,HARDER
4,30.28,120.27,15,0,0,100.0,HARDER
2,49.21,51.24,6,0,0,95.61,HARDER
5,25.0,206.56,23,5,3,41.7,EASIER
5,33.87,215.39,19,1,1,71.98,SAME
3,34.01,79.15,13,1,0,81.28,HARDER
4,28.5,226.72,17,2,2,44.11,EASIER
3,32.46,84.45,12,0,0,85.08,HARDER
2,36.2,83.99,8,2,1,63.93,EASIER
2,45.65,74.41,7,1,1,69.94,EASIER
4,25.0,127.12,17,2,1,65.13,EASIER
3,25.0,210.0,20,8,3,30.22,SAME
1,100.0,36.01,2,0,0,59.19,SAME
3,25.0,139.23,18,6,4,76.77,EASIER
3,25.0,111.46,16,4,1,81.14,SAME
4,29.45,181.96,19,4,4,58.13,EASIER
5,26.66,289.7,27,9,3,57.35,EASIER
3,25.0,127.3,15,3,2,88.14,EASIER
4,28.72,133.29,16,1,1,62.55,EASIER
3,25.0,130.33,13,1,0,73.29,HARDER
2,38.67,66.01,8,2,1,100.0,EASIER
2,34.07,80.32,8,2,1,68.12,EASIER
2,47.6,46.79,6,0,0,75.04,HARDER
3,26.1,121.09,14,2,0,68.44,HARDER
2,45.52,30.95,6,0,0,88.51,HARDER
5,27.71,152.42,21,3,2,68.18,EASIER
1,97.87,28.51,2,0,0,71.9,HARDER
5,25.4,277.38,26,8,4,49.82,EASIER
2,49.12,65.42,6,0,0,63.94,SAME
4,37.59,95.4,15,0,0,93.18,HARDER
2,51.04,54.87,6,0,0,73.78,HARDER
1,100.0,28.4,2,0,0,93.53,HARDER
4,33.64,112.6,16,1,1,73.79,EASIER
1,100.0,30.25,2,0,0,79.06,HARDER
3,29.0,126.95,14,2,1,61.89,EASIER
1,63.75,36.5,3,1,1,63.49,SAME
3,25.09,160.37,17,5,4,51.1,EASIER
5,25.0,300.0,24,6,4,37.39,EASIER
1,100.0,20.0,2,0,0,66.94,HARDER
2,47.44,75.93,7,1,0,73.22,HARDER
4,25.29,204.84,19,4,2,47.46,EASIER
5,33.54,178.47,21,3,1,77.36,SAME
3,33.97,159.4,14,2,1,59.59,EASIER
1,97.64,34.56,2,0,0,87.66,HARDER
5,30.79,212.73,22,4,1,45.56,EASIER
2,35.93,82.16,8,2,0,46.78,SAME
5,25.0,231.43,21,3,3,65.93,EASIER
4,30.06,99.55,16,1,0,74.2,HARDER
4,31.53,108.72,15,0,0,90.26,HARDER
5,25.0,276.18,24,6,4,47.61,EASIER
5,25.0,296.7,23,5,3,57.5,EASIER
4,29.49,220.76,17,2,2,58.8,EASIER
5,28.66,251.97,21,3,1,56.22,EASIER
1,99.7,20.0,2,0,0,85.44,HARDER
5,28.78,231.52,23,5,2,49.05,EASIER
5,33.75,188.59,21,3,1,72.12,SAME
1,100.0,23.79,2,0,0,100.0,HARDER
4,28.01,122.81,16,1,0,82.56,HARDER
4,32.13,124.0,17,2,1,82.53,EASIER
4,25.52,190.1,18,3,3,57.37,EASIER
5,34.41,223.47,20,2,0,59.4,SAME
1,100.0,20.0,2,0,0,79.66,HARDER
1,25.95,77.53,7,5,1,46.46,SAME
4,26.56,141.28,18,3,1,86.1,SAME
3,33.45,91.51,13,1,1,66.87,EASIER
1,98.15,51.08,2,0,0,71.85,HARDER
2,41.26,30.0,7,1,0,83.58,HARDER
2,40.16,53.64,7,1,0,67.98,HARDER
4,31.7,107.48,15,0,0,89.47,HARDER
3,25.24,170.91,16,4,0,44.07,EASIER
4,29.78,161.07,16,1,0,82.95,HARDER
1,94.08,30.98,2,0,0,89.67,HARDER
4,29.53,155.02,17,2,0,65.98,HARDER
1,99.83,41.96,2,0,0,63.03,SAME
5,29.73,162.88,21,3,1,88.56,SAME
5,30.76,171.91,22,4,3,81.0,EASIER
3,31.85,73.83,12,0,0,92.78,HARDER
2,31.55,88.03,8,2,1,84.6,EASIER
3,28.02,108.55,14,2,2,85.36,EASIER
5,34.33,213.88,20,2,1,70.73,EASIER
4,25.0,250.0,24,9,5,55.23,EASIER
5,29.24,121.36,19,1,0,79.83,SAME
4,27.4,106.42,17,2,0,94.7,HARDER
2,29.28,55.23,9,3,0,67.18,HARDER
3,26.22,118.12,15,3,1,93.32,SAME
5,25.0,157.62,22,4,1,66.53,SAME
1,100.0,20.0,2,0,0,91.29,HARDER
1,29.38,61.87,6,4,0,76.56,HARDER
1,30.42,79.66,6,4,0,50.59,SAME
1,100.0,27.48,2,0,0,79.03,HARDER
2,25.0,93.3,9,3,2,54.89,EASIER
4,28.72,158.42,20,5,3,57.13,EASIER
2,30.55,100.47,10,4,2,38.12,EASIER
2,48.96,65.93,7,1,0,52.32,SAME
2,48.62,57.66,6,0,0,74.58,HARDER
5,31.95,223.86,20,2,2,48.08,EASIER
3,36.9,92.06,12,0,0,92.18,HARDER
5,25.05,191.36,23,5,2,42.63,EASIER
4,31.7,114.73,16,1,1,67.78,EASIER
2,52.24,72.18,6,0,0,77.54,HARDER
5,25.0,190.03,25,7,4,70.29,EASIER
4,28.3,156.43,19,4,2,67.55,EASIER
1,100.0,29.76,2,0,0,94.41,HARDER
2,42.37,67.3,7,1,0,81.63,HARDER
4,27.27,143.6,20,5,2,80.53,SAME
1,41.77,61.74,5,3,2,50.36,SAME
2,40.64,63.27,8,2,1,54.96,EASIER
4,25.0,185.87,20,5,3,48.15,EASIER
2,49.79,32.55,6,0,0,78.39,HARDER
2,38.15,84.79,8,2,0,76.95,HARDER
4,25.0,133.12,19,4,2,66.5,EASIER
2,49.28,51.59,6,0,0,100.0,HARDER
2,47.16,61.83,6,0,0,79.01,HARDER
4,25.0,225.24,22,7,4,64.91,EASIER
2,32.26,91.33,9,3,0,72.82,HARDER
5,26.72,300.0,26,8,7,37.95,EASIER
3,25.0,120.28,17,5,2,68.99,HARDER
4,25.0,173.83,21,6,2,52.95,EASIER
2,30.46,68.35,9,3,1,57.21,SAME
3,25.0,77.78,15,3,0,82.01,HARDER
3,31.62,83.9,12,0,0,88.09,HARDER
4,26.64,186.85,19,4,1,66.64,SAME
1,68.43,30.1,3,1,0,100.0,HARDER
5,30.57,129.89,18,0,0,64.39,SAME
1,48.84,61.03,4,2,1,45.29,SAME
2,29.29,110.93,11,5,0,64.09,SAME
3,25.0,147.57,19,7,2,56.03,SAME
1,46.28,51.34,4,2,1,70.97,SAME
3,32.56,157.43,17,5,2,60.65,EASIER
4,25.0,231.11,21,6,2,71.82,EASIER
5,25.0,300.0,29,11,8,52.01,EASIER
5,25.59,123.11,22,4,1,81.48,SAME
3,29.64,116.59,13,1,0,75.75,HARDER
1,95.38,20.0,2,0,0,99.35,HARDER
3,33.61,67.95,12,0,0,75.41,HARDER
2,25.0,105.9,11,5,1,48.33,SAME
3,28.02,100.52,13,1,1,63.33,EASIER
4,30.87,106.67,16,1,0,99.11,HARDER
3,25.0,90.07,14,2,1,75.38,EASIER
3,25.0,152.92,16,4,3,54.72,EASIER
5,29.63,154.77,21,3,1,80.02,SAME
3,30.36,68.99,13,1,0,84.6,HARDER
5,30.66,188.48,20,2,0,80.02,SAME
4,25.0,169.75,21,6,3,28.82,EASIER
4,27.3,189.48,18,3,2,41.71,EASIER
1,31.18,43.99,6,4,1,76.77,SAME
4,28.69,134.68,19,4,1,57.19,SAME
1,100.0,38.81,2,0,0,41.57,SAME
1,97.34,27.23,2,0,0,69.8,HARDER
3,30.59,106.79,14,2,0,74.65,HARDER
2,26.07,141.19,11,5,2,34.54,SAME
3,31.81,66.71,12,0,0,100.0,HARDER
2,40.16,59.28,7,1,1,66.12,EASIER
1,100.0,28.5,2,0,0,100.0,HARDER
3,28.35,120.71,15,3,0,85.33,HARDER
3,25.0,147.33,16,4,1,53.53,SAME
4,32.94,132.29,18,3,1,86.31,SAME
2,48.89,46.61,6,0,0,91.83,HARDER
4,25.0,178.54,21,6,1,82.55,HARDER
5,26.0,265.32,24,6,4,63.34,EASIER
5,31.84,164.77,20,2,1,75.79,EASIER
1,49.87,23.65,4,2,0,75.35,HARDER
2,51.96,49.29,6,0,0,83.99,HARDER
2,38.98,69.82,8,2,1,82.57,EASIER
4,35.02,104.06,15,0,0,100.0,HARDER
5,28.17,216.43,20,2,1,59.46,EASIER
3,25.0,167.59,18,6,3,56.81,EASIER
1,93.55,46.36,2,0,0,65.8,HARDER
1,100.0,30.82,2,0,0,88.76,HARDER
3,29.78,128.92,15,3,2,77.04,EASIER
2,51.51,77.36,6,0,0,70.38,HARDER
2,27.91,128.19,11,5,1,43.02,SAME
2,52.6,30.0,6,0,0,78.5,HARDER
4,26.82,147.16,17,2,0,76.33,HARDER
2,40.06,93.42,8,2,0,75.18,HARDER
3,26.77,117.27,15,3,0,57.0,SAME
3,29.13,106.08,13,1,1,79.91,EASIER
1,68.4,33.07,3,1,0,58.35,SAME
4,29.91,183.02,17,2,1,61.71,EASIER
5,33.91,152.67,18,0,0,61.98,SAME
1,99.1,25.6,2,0,0,88.02,HARDER
1,100.0,20.0,2,0,0,54.73,SAME
2,34.53,71.64,8,2,0,71.32,HARDER
3,27.2,141.95,14,2,2,62.93,EASIER
1,97.93,31.64,2,0,0,80.37,HARDER
1,51.15,68.14,4,2,0,53.02,SAME
3,34.63,89.2,12,0,0,81.01,HARDER
4,26.64,161.94,18,3,2,53.58,EASIER
3,26.06,161.73,16,4,3,55.44,EASIER
2,32.76,96.49,9,3,1,66.7,SAME
2,33.22,85.42,8,2,0,65.47,HARDER
1,31.95,54.56,6,4,1,55.83,SAME
4,26.67,216.0,22,7,2,52.33,EASIER
3,27.59,170.18,16,4,2,36.17,EASIER
2,34.58,80.34,8,2,2,72.64,EASIER
4,38.76,92.91,15,0,0,71.36,HARDER
1,100.0,20.0,2,0,0,95.78,HARDER
5,34.36,167.67,19,1,1,84.75,EASIER
2,47.64,70.67,6,0,0,91.45,HARDER
4,25.0,138.17,18,3,3,61.66,EASIER
1,99.1,27.28,2,0,0,67.58,HARDER
5,28.66,184.33,21,3,1,82.18,SAME
4,25.0,139.92,18,3,0,83.44,HARDER
1,96.15,22.91,2,0,0,77.39,HARDER
1,96.89,35.94,2,0,0,67.79,HARDER
2,31.49,112.86,10,4,2,64.42,EASIER
1,67.72,39.73,3,1,0,87.43,HARDER
5,25.0,210.43,21,3,3,66.07,EASIER
1,60.71,32.4,3,1,0,88.32,HARDER
4,28.03,176.93,17,2,2,69.49,EASIER
4,30.24,138.68,17,2,1,71.4,EASIER
2,42.17,53.07,6,0,0,79.01,HARDER
1,32.41,72.41,6,4,2,42.36,SAME
1,100.0,27.38,2,0,0,82.32,HARDER
5,25.0,215.84,27,9,4,46.62,EASIER
4,26.25,162.8,18,3,2,55.13,EASIER
3,25.71,115.13,13,1,0,64.11,SAME
3,32.12,101.98,12,0,0,52.86,SAME
5,25.0,300.0,28,10,6,25.9,EASIER
2,50.68,51.6,6,0,0,76.06,HARDER
5,30.33,159.4,20,2,1,76.01,SAME
5,33.07,198.71,22,4,4,79.41,EASIER
1,100.0,31.24,2,0,0,100.0,HARDER
4,36.94,129.77,15,0,0,94.17,HARDER
4,32.15,129.62,17,2,0,80.92,HARDER
5,29.29,185.67,21,3,1,65.51,SAME
2,48.79,45.37,6,0,0,73.75,HARDER
1,69.82,31.08,3,1,0,93.62,HARDER
4,28.46,172.01,19,4,1,56.91,SAME
2,46.35,61.93,6,0,0,79.87,HARDER
5,26.75,163.86,22,4,0,81.01,SAME
1,99.54,31.64,2,0,0,93.26,HARDER
5,28.53,172.6,21,3,1,76.64,SAME
4,25.0,184.88,19,4,1,63.96,SAME
4,30.05,183.86,18,3,1,54.09,EASIER
5,30.26,282.56,21,3,1,50.16,EASIER
1,100.0,37.1,2,0,0,100.0,HARDER
3,25.0,142.14,17,5,2,51.61,EASIER
5,25.0,275.32,27,9,6,55.41,EASIER
2,40.59,58.31,8,2,1,62.58,EASIER
4,26.46,166.53,19,4,0,60.86,SAME
1,99.27,27.46,2,0,0,84.85,HARDER
2,34.63,36.21,9,3,0,91.59,HARDER
3,29.75,132.57,12,0,0,62.52,SAME
3,28.19,84.85,13,1,0,71.31,HARDER
3,32.32,80.22,13,1,0,86.91,HARDER
5,25.0,300.0,26,8,6,63.12,EASIER
4,30.18,130.79,16,1,0,68.69,HARDER
5,27.44,195.73,21,3,0,47.75,SAME
4,25.0,207.08,21,6,5,38.12,EASIER
2,46.1,67.1,7,1,0,83.36,HARDER
4,30.55,153.42,17,2,0,72.84,HARDER
5,32.48,253.21,23,5,1,62.27,EASIER
3,26.4,170.51,16,4,3,76.28,EASIER
1,30.46,58.25,7,5,0,40.33,SAME
1,63.84,48.74,3,1,0,71.43,HARDER
2,41.89,76.94,7,1,0,71.4,HARDER
5,25.0,298.78,25,7,7,29.06,EASIER
2,38.43,60.88,8,2,0,68.73,SAME
4,26.91,126.19,18,3,2,75.17,EASIER
4,27.78,108.24,18,3,0,91.25,HARDER
2,52.86,50.27,6,0,0,94.02,HARDER
1,66.21,20.0,3,1,0,87.71,HARDER
3,26.92,146.82,14,2,2,46.46,EASIER
2,55.98,30.0,6,0,0,80.28,HARDER
5,25.17,257.45,25,7,4,38.91,EASIER
3,25.0,169.78,17,5,4,38.19,EASIER
2,32.92,83.57,8,2,0,64.3,SAME
5,29.37,256.6,23,5,4,65.47,EASIER
3,34.96,93.8,12,0,0,77.09,HARDER
4,35.48,207.05,15,0,0,40.05,EASIER
3,25.0,70.3,14,2,0,81.3,HARDER
4,27.85,122.79,17,2,1,83.12,EASIER
5,25.84,169.46,19,1,1,46.6,EASIER
2,53.4,32.2,6,0,0,82.29,HARDER
4,29.52,124.13,18,3,2,75.32,EASIER
2,35.22,71.5,8,2,0,74.34,HARDER
2,27.94,66.49,11,5,2,68.35,SAME
5,25.39,147.66,22,4,2,88.3,EASIER
2,54.92,45.33,6,0,0,94.5,HARDER
5,26.84,254.61,25,7,6,56.91,EASIER
3,27.08,151.46,15,3,1,67.29,SAME
2,33.1,102.07,9,3,1,59.61,SAME
3,27.65,159.1,14,2,2,57.09,EASIER
5,30.27,146.05,21,3,2,57.14,EASIER
1,100.0,22.62,2,0,0,81.72,HARDER
5,26.72,201.51,23,5,4,80.7,EASIER
2,37.73,68.14,8,2,1,57.22,EASIER
1,100.0,24.41,2,0,0,79.14,HARDER
4,26.04,140.09,18,3,1,55.94,EASIER
5,33.54,179.89,20,2,1,94.69,SAME
