sequence_length,accuracy,response_time,total_attempts,mistakes,previous_score,current_level,difficulty_change
4,61.6,55.31,2,1,60.58,2,HARDER
3,60.31,52.83,2,1,63.7,1,EASIER
6,36.79,112.87,4,4,30.23,4,EASIER
4,86.72,60.09,2,1,85.45,2,SAME
7,49.41,115.37,1,2,49.45,5,EASIER
6,40.25,120.09,2,3,37.43,4,EASIER
7,53.74,109.93,2,2,52.76,5,EASIER
5,62.82,57.42,1,1,61.35,3,SAME
7,66.05,119.55,3,2,64.26,5,SAME
3,90.6,20.95,1,1,89.65,1,HARDER
4,77.9,48.17,1,1,71.92,2,SAME
3,77.39,31.26,2,2,71.39,1,SAME
6,58.84,125.53,1,2,54.58,4,SAME
5,40.68,79.6,5,4,32.58,3,EASIER
4,97.67,97.28,2,1,94.07,2,EASIER
4,91.45,62.32,1,0,97.51,2,SAME
6,45.42,73.62,4,5,38.87,4,EASIER
3,90.74,30.58,1,1,92.85,1,HARDER
5,62.86,116.71,1,2,53.09,3,EASIER
6,72.82,50.04,2,0,78.03,4,SAME
4,40.84,97.93,1,2,34.56,2,EASIER
4,62.07,26.4,3,2,63.85,2,SAME
4,47.92,58.02,4,3,41.66,2,EASIER
5,71.03,58.19,3,2,64.63,3,SAME
4,81.97,37.1,1,1,82.24,2,SAME
4,62.69,20.6,1,3,54.11,2,EASIER
5,70.94,90.89,1,2,67.25,3,SAME
3,87.55,14.09,1,0,83.01,1,HARDER
5,69.89,28.4,4,2,74.16,3,EASIER
3,89.3,41.89,1,1,85.01,1,SAME
3,84.62,55.44,1,0,86.59,1,EASIER
4,75.1,27.77,2,1,74.45,2,SAME
4,47.45,60.89,2,4,43.23,2,EASIER
3,56.57,35.64,4,3,50.76,1,EASIER
7,10.73,106.55,5,6,2.81,5,EASIER
4,100.0,71.19,1,0,100.0,2,SAME
7,27.11,102.44,5,5,19.41,5,EASIER
7,36.63,148.5,5,5,27.37,5,EASIER
7,21.16,56.55,5,6,9.5,5,EASIER
7,28.07,57.89,5,4,22.74,5,EASIER
3,82.33,42.06,1,0,81.13,1,SAME
4,86.22,49.24,1,0,84.63,2,HARDER
6,44.65,76.15,4,4,38.69,4,EASIER
5,59.8,149.13,1,2,54.4,3,EASIER
3,47.98,58.16,3,4,41.89,1,EASIER
5,90.65,72.08,2,1,86.47,3,HARDER
7,40.48,50.66,3,4,37.72,5,EASIER
7,34.91,105.39,4,4,24.96,5,EASIER
4,74.82,25.69,1,1,71.45,2,SAME
4,96.5,39.63,1,1,100.0,2,HARDER
4,59.89,24.47,3,2,55.0,2,SAME
4,75.84,21.66,1,1,72.6,2,SAME
4,69.48,13.12,3,3,64.21,2,EASIER
4,73.35,41.11,4,3,71.2,2,EASIER
5,74.04,18.59,1,1,67.72,3,SAME
3,80.76,21.68,2,1,80.41,1,SAME
4,78.76,52.67,1,0,74.13,2,SAME
4,62.05,27.06,3,3,62.45,2,EASIER
3,100.0,15.43,1,0,98.51,1,HARDER
7,44.3,107.93,2,3,31.16,5,EASIER
6,50.63,53.3,4,4,49.41,4,EASIER
7,46.09,123.93,2,3,44.56,5,EASIER
5,66.81,34.79,3,2,61.58,3,SAME
3,86.61,23.86,1,0,83.25,1,HARDER
7,34.94,92.73,5,4,25.55,5,EASIER
5,68.22,57.67,2,2,62.21,3,SAME
6,32.32,191.9,3,4,27.68,4,EASIER
4,80.25,41.74,1,1,81.01,2,SAME
5,38.92,74.45,3,3,27.51,3,EASIER
5,69.67,42.57,2,1,67.35,3,SAME
4,68.31,42.2,2,2,66.02,2,SAME
5,50.75,50.62,4,3,42.56,3,EASIER
6,53.42,83.27,3,3,51.49,4,EASIER
3,88.17,33.37,1,0,81.76,1,HARDER
3,47.79,20.01,3,3,41.38,1,EASIER
7,35.08,90.16,4,4,31.43,5,EASIER
5,63.1,45.59,3,2,59.42,3,SAME
7,49.56,85.02,5,4,40.35,5,EASIER
6,95.09,89.73,1,1,94.58,4,HARDER
6,82.14,67.86,2,1,76.99,4,SAME
7,40.88,253.38,1,3,38.99,5,EASIER
6,41.91,300.0,3,3,33.49,4,EASIER
4,93.71,29.1,1,0,97.17,2,HARDER
5,67.08,67.09,3,1,68.53,3,SAME
4,79.22,61.9,1,1,83.94,2,SAME
4,77.86,33.54,2,1,74.72,2,SAME
6,72.18,48.89,1,2,69.83,4,SAME
3,78.89,54.18,1,0,75.01,1,EASIER
6,61.16,117.16,2,2,62.41,4,SAME
5,46.72,67.91,3,3,41.55,3,EASIER
4,100.0,75.14,1,0,100.0,2,SAME
3,76.56,35.22,2,2,76.83,1,SAME
6,74.67,79.98,1,1,72.6,4,SAME
7,50.24,65.77,3,2,47.23,5,EASIER
6,63.16,63.45,2,2,59.89,4,SAME
5,78.76,105.3,1,2,75.67,3,SAME
6,57.41,116.91,4,3,52.91,4,EASIER
5,49.01,52.88,5,3,41.26,3,EASIER
4,87.96,87.17,1,2,85.5,2,EASIER
4,88.24,35.29,1,0,89.32,2,HARDER
4,60.07,60.44,2,3,50.99,2,EASIER
7,33.25,126.27,5,4,31.77,5,EASIER
6,48.32,224.05,2,2,38.8,4,EASIER
3,88.08,34.95,2,1,87.67,1,SAME
7,69.6,114.85,1,2,64.7,5,SAME
3,90.52,23.09,1,0,87.37,1,HARDER
5,80.46,57.56,1,0,79.42,3,SAME
3,83.95,18.1,2,1,80.3,1,SAME
4,69.95,19.99,2,2,70.13,2,SAME
6,67.8,96.28,3,3,57.18,4,EASIER
7,68.83,83.74,1,1,64.29,5,SAME
7,83.41,83.62,1,1,82.01,5,SAME
7,46.44,106.71,3,3,38.41,5,EASIER
4,70.06,38.94,2,2,66.49,2,SAME
3,66.29,25.08,1,1,66.18,1,SAME
7,59.82,288.84,3,2,53.35,5,EASIER
7,57.54,160.69,2,2,51.1,5,SAME
4,73.17,102.34,3,2,65.75,2,EASIER
3,100.0,20.56,2,1,94.74,1,HARDER
6,61.08,123.25,2,2,60.09,4,SAME
3,68.02,21.08,3,2,64.2,1,SAME
3,99.78,19.48,1,1,95.61,1,HARDER
7,38.27,300.0,2,3,29.07,5,EASIER
5,42.82,39.65,3,3,36.23,3,EASIER
3,85.52,9.26,4,1,82.4,1,EASIER
6,57.77,56.75,1,3,47.21,4,EASIER
4,75.71,14.79,1,1,74.78,2,SAME
5,71.4,36.22,3,2,65.37,3,SAME
7,33.7,70.14,2,3,26.41,5,EASIER
4,70.79,38.64,3,2,67.06,2,SAME
6,65.58,28.25,2,1,65.35,4,SAME
7,38.33,214.93,5,4,26.94,5,EASIER
5,83.46,22.92,1,0,80.72,3,SAME
7,42.8,104.47,5,3,35.78,5,EASIER
5,72.69,49.4,3,2,64.7,3,SAME
5,62.6,87.27,5,3,60.52,3,EASIER
7,55.84,135.65,1,2,54.48,5,SAME
6,46.26,152.0,2,1,43.18,4,EASIER
7,52.44,91.97,1,1,49.64,5,EASIER
6,55.66,64.4,4,4,53.71,4,EASIER
6,65.05,101.63,1,2,58.8,4,SAME
4,68.27,61.64,2,1,63.16,2,SAME
4,94.15,56.0,1,1,93.95,2,SAME
7,46.37,133.47,4,3,38.49,5,EASIER
6,72.24,92.55,3,1,70.9,4,SAME
4,86.84,37.36,1,1,82.69,2,HARDER
4,82.23,46.07,2,1,78.86,2,SAME
6,53.05,236.25,1,1,50.82,4,EASIER
3,45.55,22.44,4,3,35.87,1,EASIER
3,69.97,21.26,3,1,72.55,1,SAME
6,61.8,65.19,1,2,59.48,4,SAME
4,68.41,45.63,1,1,64.94,2,SAME
6,57.81,27.21,3,3,49.52,4,EASIER
5,73.03,54.25,3,1,65.32,3,SAME
7,24.27,180.99,5,5,19.22,5,EASIER
5,74.26,44.7,2,1,72.46,3,SAME
7,41.66,124.0,3,4,28.55,5,EASIER
7,46.21,300.0,1,1,45.76,5,EASIER
4,76.81,44.41,1,2,74.22,2,SAME
7,38.26,33.05,5,5,36.12,5,EASIER
6,48.38,39.39,5,4,49.68,4,EASIER
3,100.0,22.36,1,1,99.38,1,HARDER
3,83.68,17.48,1,0,88.43,1,SAME
4,74.47,39.89,2,2,72.95,2,SAME
3,100.0,21.93,1,0,100.0,1,HARDER
4,71.03,65.74,2,2,65.16,2,SAME
7,54.52,61.79,3,4,50.54,5,EASIER
5,64.44,52.34,2,2,61.74,3,SAME
3,94.13,27.54,1,0,93.73,1,HARDER
5,75.71,68.67,2,2,74.36,3,SAME
4,91.12,40.71,2,1,88.6,2,HARDER
7,40.59,30.09,3,3,31.66,5,EASIER
3,88.3,25.94,2,1,83.72,1,HARDER
6,40.43,75.82,5,4,33.53,4,EASIER
5,56.48,88.96,1,2,52.94,3,SAME
3,82.37,34.49,1,1,82.04,1,SAME
6,60.89,92.94,1,2,57.19,4,SAME
5,66.93,67.73,3,2,65.78,3,SAME
6,46.68,165.66,2,3,43.71,4,EASIER
6,58.63,149.14,2,2,58.21,4,SAME
6,69.13,94.62,1,1,60.88,4,SAME
5,54.35,167.74,4,2,52.43,3,EASIER
3,84.75,18.9,1,1,87.61,1,SAME
3,73.72,14.75,1,1,73.14,1,SAME
5,80.19,57.69,2,1,77.04,3,SAME
4,77.82,31.88,1,1,78.82,2,SAME
6,61.09,22.75,4,2,62.51,4,EASIER
5,55.79,41.99,4,3,53.69,3,EASIER
7,40.92,135.06,4,4,28.08,5,HARDER
3,96.69,24.36,1,0,98.81,1,HARDER
4,70.08,26.38,4,2,67.89,2,EASIER
6,69.02,83.82,1,2,64.01,4,SAME
3,78.11,26.41,2,2,79.42,1,SAME
4,75.29,53.18,2,2,68.1,2,SAME
6,43.14,58.74,2,4,38.85,4,EASIER
5,85.29,89.39,1,1,85.52,3,SAME
6,60.55,46.51,1,2,56.59,4,SAME
5,57.36,45.21,3,4,52.52,3,EASIER
7,30.97,282.72,3,3,32.28,5,EASIER
7,39.12,64.1,5,4,33.06,5,EASIER
7,47.56,78.22,3,3,42.67,5,EASIER
3,97.33,14.31,1,1,95.23,1,HARDER
5,82.67,38.51,1,1,77.97,3,SAME
3,73.9,26.59,2,2,71.18,1,SAME
4,73.89,52.97,1,1,68.85,2,SAME
4,81.02,37.67,1,0,80.18,2,SAME
6,70.87,69.26,2,1,71.09,4,SAME
5,68.9,31.35,3,2,66.04,3,SAME
7,55.98,75.36,3,3,47.16,5,EASIER
4,81.16,18.37,1,1,79.07,2,SAME
6,49.98,120.27,5,4,46.03,4,EASIER
6,42.41,124.7,5,3,35.83,4,EASIER
7,35.5,109.56,4,4,31.12,5,EASIER
4,80.4,46.76,1,1,76.76,2,SAME
6,54.15,129.33,4,3,53.83,4,EASIER
3,100.0,26.15,1,1,98.29,1,SAME
5,53.37,115.62,1,3,51.69,3,EASIER
5,72.93,34.94,2,1,73.13,3,SAME
7,17.35,92.62,5,4,16.58,5,EASIER
6,54.76,64.3,2,3,53.51,4,EASIER
7,64.36,159.37,1,2,62.25,5,SAME
7,57.27,51.26,2,2,53.63,5,SAME
5,56.2,118.77,2,2,49.92,3,EASIER
6,41.95,109.82,4,4,32.2,4,SAME
3,97.87,54.48,1,0,95.47,1,EASIER
5,77.87,56.85,1,0,73.76,3,SAME
3,75.98,19.57,3,3,69.61,1,EASIER
6,57.54,115.4,4,3,50.94,4,EASIER
7,36.79,196.4,5,5,31.57,5,EASIER
6,65.77,56.56,1,2,65.28,4,SAME
7,41.74,37.71,5,4,31.98,5,EASIER
4,81.2,16.11,1,2,72.97,2,SAME
7,48.68,129.15,3,3,42.29,5,EASIER
5,45.8,124.32,2,2,43.69,3,EASIER
6,35.75,41.69,5,4,23.7,4,EASIER
6,71.7,71.17,1,1,76.59,4,SAME
6,29.66,68.41,5,4,24.76,4,EASIER
4,54.92,93.71,4,2,51.2,2,EASIER
6,9.63,265.4,5,6,0.0,4,EASIER
6,69.11,102.25,2,2,68.55,4,SAME
7,65.67,182.71,2,2,60.97,5,SAME
5,63.42,89.23,1,1,57.08,3,SAME
5,52.6,30.77,2,2,48.14,3,EASIER
5,81.03,81.96,1,1,80.84,3,SAME
3,85.72,15.88,2,2,83.59,1,SAME
3,80.92,23.16,3,1,83.02,1,SAME
3,75.39,41.52,4,3,69.23,1,EASIER
6,64.24,85.52,2,3,57.91,4,EASIER
5,81.66,100.1,2,1,79.54,3,SAME
7,56.04,227.37,3,2,51.15,5,EASIER
6,63.04,32.89,5,4,58.1,4,EASIER
3,100.0,9.49,1,0,97.61,1,HARDER
3,80.78,41.93,1,0,78.13,1,SAME
4,93.46,66.87,1,0,93.56,2,SAME
7,42.74,128.81,4,4,37.68,5,EASIER
3,68.6,29.77,1,1,63.94,1,SAME
3,73.72,37.2,4,2,70.28,1,EASIER
3,60.18,36.89,4,2,60.53,1,EASIER
5,55.99,49.89,4,3,58.54,3,EASIER
7,30.32,188.56,3,4,27.47,5,EASIER
6,56.35,68.48,5,4,49.67,4,EASIER
5,66.55,65.43,1,0,65.67,3,SAME
3,81.7,27.33,1,1,82.44,1,SAME
4,96.54,25.37,1,0,97.7,2,HARDER
5,66.02,40.15,3,1,64.41,3,SAME
4,98.09,108.59,1,0,93.17,2,EASIER
6,72.77,51.57,2,2,70.77,4,SAME
7,45.1,137.02,5,4,39.69,5,EASIER
4,71.57,49.9,1,2,67.25,2,SAME
4,87.83,37.04,1,0,89.92,2,HARDER
3,88.41,33.71,4,2,87.75,1,EASIER
6,35.81,97.3,4,4,26.33,4,EASIER
5,77.11,37.7,1,0,78.67,3,SAME
4,82.03,48.91,1,1,84.28,2,SAME
4,87.02,29.42,1,1,86.94,2,HARDER
3,96.04,54.24,1,0,98.15,1,EASIER
5,77.39,71.73,1,1,73.87,3,SAME
6,92.3,56.98,1,0,91.17,4,HARDER
4,50.56,44.63,2,3,46.95,2,EASIER
3,60.46,16.57,1,2,58.24,1,SAME
5,73.63,65.89,1,1,68.8,3,SAME
6,84.04,72.92,1,1,83.37,4,SAME
4,82.28,25.76,1,0,82.9,2,SAME
4,72.37,25.61,2,2,66.27,2,SAME
3,58.19,73.88,2,3,55.37,1,EASIER
6,38.32,85.99,5,5,28.52,4,EASIER
7,57.18,88.52,1,2,54.76,5,SAME
6,68.13,59.87,1,1,64.3,4,SAME
5,60.22,73.23,3,2,56.24,3,SAME
6,70.6,58.83,2,2,66.79,4,SAME
4,79.21,22.72,1,0,79.32,2,SAME
3,73.63,24.64,2,1,66.75,1,SAME
4,84.2,37.29,1,0,85.7,2,SAME
6,62.79,66.01,2,2,62.69,4,SAME
6,49.51,51.59,2,2,42.0,4,EASIER
7,60.12,90.51,2,2,61.07,5,SAME
7,49.09,86.71,1,2,51.02,5,EASIER
4,91.18,28.55,1,0,83.55,2,HARDER
3,83.95,28.27,1,1,77.84,1,SAME
4,65.87,108.19,1,2,67.74,2,EASIER
7,76.94,231.44,2,2,72.16,5,EASIER
7,42.12,300.0,2,3,34.26,5,EASIER
3,100.0,19.42,1,0,100.0,1,HARDER
3,86.98,52.67,1,1,82.44,1,EASIER
5,69.89,64.91,4,2,67.49,3,EASIER
6,73.71,136.95,1,1,77.02,4,SAME
7,29.43,143.73,5,5,16.88,5,EASIER
6,52.69,68.6,5,4,47.12,4,EASIER
4,95.85,53.29,1,1,90.83,2,SAME
3,84.94,31.02,1,1,86.74,1,SAME
6,69.84,32.7,1,2,67.05,4,SAME
5,78.99,54.54,4,2,77.55,3,EASIER
7,31.71,180.18,5,5,23.18,5,EASIER
5,81.56,66.54,2,1,83.83,3,SAME
5,56.89,73.17,5,3,48.59,3,SAME
4,89.02,26.69,2,1,90.17,2,HARDER
3,100.0,28.02,1,0,100.0,1,HARDER
7,5.02,106.27,5,4,2.91,5,EASIER
7,50.19,100.24,2,3,49.84,5,EASIER
3,86.68,18.48,1,1,83.51,1,SAME
6,55.23,131.95,3,3,51.85,4,EASIER
4,66.79,44.7,2,2,70.01,2,SAME
5,75.22,65.46,1,1,77.63,3,SAME
7,27.14,300.0,2,4,24.22,5,HARDER
7,38.15,145.0,1,4,33.49,5,EASIER
3,100.0,42.65,1,0,95.58,1,SAME
4,78.86,43.2,1,1,71.06,2,SAME
7,63.02,92.39,3,2,62.96,5,SAME
7,72.88,62.88,1,1,70.1,5,SAME
3,85.2,27.84,1,1,86.39,1,HARDER
7,79.78,26.23,1,1,77.47,5,SAME
5,45.51,66.37,4,3,40.19,3,EASIER
5,61.39,67.8,3,3,53.76,3,EASIER
3,96.72,22.69,1,0,92.44,1,HARDER
6,56.35,78.15,3,3,59.19,4,EASIER
6,61.27,42.78,2,2,57.51,4,SAME
6,34.59,168.55,2,3,30.7,4,EASIER
6,57.47,68.81,4,3,57.41,4,EASIER
7,66.06,65.94,2,2,67.22,5,HARDER
7,47.62,150.71,2,3,41.8,5,EASIER
6,58.89,86.86,4,2,55.37,4,EASIER
7,65.76,92.13,1,1,62.97,5,SAME
6,54.16,64.42,5,4,47.5,4,EASIER
6,50.62,81.76,5,3,46.79,4,EASIER
5,69.34,112.91,1,1,68.61,3,SAME
6,70.25,104.68,4,3,68.74,4,EASIER
3,66.21,24.62,3,1,62.82,1,SAME
5,20.29,88.45,4,5,10.69,3,EASIER
5,48.11,58.8,1,2,43.08,3,EASIER
7,65.71,139.4,1,3,64.47,5,EASIER
3,64.95,26.74,1,3,60.69,1,EASIER
6,53.68,111.43,2,3,54.09,4,EASIER
3,100.0,20.52,1,0,100.0,1,HARDER
7,35.36,60.19,1,2,35.48,5,EASIER
7,47.62,183.59,2,3,46.45,5,EASIER
4,80.04,77.08,1,1,78.16,2,EASIER
7,39.05,61.77,2,4,33.56,5,EASIER
5,79.35,63.38,1,1,75.92,3,SAME
7,53.87,87.69,2,1,50.45,5,EASIER
6,58.93,129.81,3,3,54.03,4,EASIER
3,89.2,27.9,1,0,90.62,1,HARDER
4,67.14,181.54,1,2,63.02,2,EASIER
5,80.98,49.96,1,1,79.34,3,SAME
4,94.75,78.27,1,0,92.06,2,SAME
3,100.0,51.74,1,1,100.0,1,EASIER
7,52.56,149.8,3,3,45.32,5,EASIER
7,57.85,114.29,3,3,57.16,5,EASIER
5,69.55,60.79,1,2,64.58,3,SAME
4,60.1,38.18,4,2,58.76,2,EASIER
3,86.84,41.4,2,1,84.91,1,SAME
7,37.71,69.61,5,3,32.09,5,EASIER
4,90.72,35.23,1,0,90.07,2,HARDER
3,100.0,22.05,1,0,100.0,1,HARDER
4,75.72,16.88,2,1,71.42,2,SAME
5,51.26,88.73,2,2,46.96,3,EASIER
6,41.36,142.51,3,3,43.5,4,EASIER
4,86.29,28.21,1,1,90.91,2,HARDER
7,52.15,196.35,1,2,50.83,5,EASIER
6,35.49,35.99,4,4,29.12,4,EASIER
7,55.41,113.47,2,4,52.24,5,EASIER
4,68.87,35.81,2,1,65.41,2,SAME
6,69.14,85.83,2,1,72.68,4,SAME
4,100.0,39.5,1,1,100.0,2,HARDER
6,68.84,78.78,3,3,67.41,4,EASIER
6,52.8,67.03,2,3,48.29,4,EASIER
4,77.16,36.11,1,2,71.41,2,SAME
7,29.19,235.44,2,4,19.71,5,EASIER
7,75.32,81.7,1,1,76.27,5,SAME
7,35.48,300.0,3,4,30.58,5,EASIER
4,100.0,28.19,1,0,100.0,2,HARDER
6,75.82,92.9,1,0,77.43,4,SAME
3,84.52,32.24,1,0,90.64,1,SAME
3,63.47,21.96,2,3,61.01,1,EASIER
7,56.3,237.91,1,1,52.26,5,EASIER
3,100.0,31.86,1,0,98.44,1,HARDER
7,65.39,100.17,2,2,67.06,5,SAME
5,64.09,114.34,2,2,61.86,3,SAME
4,93.28,23.58,1,0,94.24,2,HARDER
3,91.05,19.44,2,1,85.7,1,HARDER
6,81.73,109.87,1,0,79.97,4,SAME
6,43.21,124.4,3,3,44.87,4,EASIER
5,80.98,68.04,1,1,81.77,3,SAME
7,32.64,104.5,3,4,29.19,5,EASIER
4,63.41,33.76,1,2,58.39,2,SAME
5,53.24,101.54,5,3,46.01,3,EASIER
4,97.36,42.55,1,1,95.26,2,HARDER
5,77.05,37.66,1,2,75.25,3,SAME
3,89.03,16.53,1,0,86.98,1,HARDER
5,68.67,122.68,2,1,66.75,3,EASIER
5,89.71,40.64,1,0,90.35,3,HARDER
5,65.19,66.38,4,3,55.56,3,EASIER
5,76.2,113.2,1,2,75.18,3,SAME
6,47.43,108.7,5,3,39.8,4,EASIER
5,79.03,39.86,2,1,80.72,3,SAME
4,65.2,23.58,2,2,60.34,2,SAME
4,78.63,91.51,2,2,71.51,2,EASIER
6,55.84,47.72,1,2,48.74,4,EASIER
7,67.85,82.84,2,3,58.75,5,EASIER
6,77.92,99.53,1,1,72.8,4,SAME
6,70.67,73.18,1,1,67.54,4,SAME
7,43.68,153.12,3,3,42.01,5,EASIER
7,75.65,50.33,1,1,66.49,5,SAME
5,73.01,52.26,2,2,66.95,3,SAME
3,92.13,33.8,1,0,98.57,1,SAME
6,42.89,116.85,5,4,35.42,4,EASIER
6,46.5,60.89,5,4,42.08,4,EASIER
4,96.87,23.51,1,1,96.91,2,HARDER
7,23.19,125.84,4,5,13.57,5,EASIER
7,61.74,54.77,1,0,60.3,5,SAME
4,59.23,69.49,1,3,57.85,2,EASIER
5,67.03,62.7,3,2,68.54,3,SAME
3,82.95,18.33,1,0,78.21,1,SAME
3,84.57,15.64,2,1,86.55,1,SAME
4,75.51,28.22,1,0,69.95,2,SAME
4,61.0,18.24,3,3,59.42,2,EASIER
4,78.42,47.95,1,1,80.24,2,SAME
3,90.9,17.49,1,0,91.85,1,HARDER
5,83.54,70.69,1,2,80.21,3,SAME
6,45.78,108.44,3,3,45.85,4,EASIER
4,76.77,59.84,2,2,72.37,2,SAME
5,66.84,65.7,3,2,64.76,3,SAME
4,76.49,64.49,1,1,73.01,2,SAME
6,60.25,168.59,2,2,61.52,4,EASIER
6,40.8,93.78,3,4,34.84,4,EASIER
7,51.36,133.23,1,3,48.89,5,EASIER
3,100.0,19.51,1,0,93.19,1,HARDER
7,31.42,65.38,2,3,25.52,5,EASIER
4,70.75,69.42,2,2,65.23,2,SAME
3,90.15,32.73,1,1,85.93,1,HARDER
6,69.87,117.2,1,0,72.16,4,SAME
3,79.1,19.22,3,3,71.55,1,EASIER
3,85.44,51.5,1,1,83.96,1,EASIER
7,58.82,98.88,1,2,62.28,5,SAME
4,74.67,26.07,1,0,74.38,2,SAME
5,66.01,43.66,5,3,57.29,3,EASIER
4,75.14,79.52,3,1,77.01,2,EASIER
3,93.22,15.25,1,1,90.3,1,HARDER
3,82.23,17.9,2,0,81.71,1,SAME
3,78.16,90.8,1,1,72.49,1,EASIER
5,59.7,92.41,3,3,59.46,3,EASIER
5,45.37,40.35,4,4,42.95,3,EASIER
3,100.0,15.45,1,0,100.0,1,HARDER
4,74.32,17.31,1,1,77.2,2,SAME
4,70.1,39.77,1,0,71.58,2,SAME
5,93.71,83.16,3,1,89.35,3,SAME
7,49.89,256.27,1,2,43.86,5,EASIER
6,53.47,30.63,2,3,48.9,4,EASIER
7,43.43,54.39,5,4,37.67,5,EASIER
3,75.31,23.7,1,1,73.58,1,SAME
4,68.14,140.86,1,2,59.02,2,EASIER
6,74.98,129.98,1,2,72.9,4,SAME
4,86.0,45.28,4,1,80.24,2,EASIER
7,53.27,57.45,4,2,52.86,5,EASIER
5,70.99,20.31,3,3,62.69,3,EASIER
4,99.29,38.7,1,0,100.0,2,HARDER
7,45.87,106.1,3,4,40.48,5,EASIER
5,53.89,50.8,2,4,45.23,3,EASIER
7,34.3,91.03,4,5,28.22,5,EASIER
5,85.12,40.05,2,1,87.83,3,HARDER
3,76.95,16.18,1,1,76.41,1,SAME
6,54.51,168.89,2,2,48.33,4,EASIER
3,83.51,16.85,2,1,80.65,1,SAME
6,74.67,71.03,1,2,70.5,4,SAME
5,76.67,56.89,2,0,74.34,3,SAME
6,67.29,118.39,2,2,59.09,4,SAME
7,67.6,70.4,5,3,68.79,5,EASIER
5,82.58,94.12,1,2,77.36,3,SAME
7,64.94,81.66,3,3,55.26,5,EASIER
3,90.69,23.26,1,0,86.81,1,HARDER
3,100.0,51.94,2,0,97.52,1,EASIER
7,26.49,66.04,5,5,9.27,5,EASIER
5,86.28,82.87,1,2,85.58,3,SAME
5,72.93,95.37,1,1,73.13,3,SAME
3,93.64,28.7,2,1,92.74,1,HARDER
4,83.13,35.96,2,0,79.35,2,SAME
6,63.96,247.67,2,2,63.34,4,EASIER
7,61.64,111.16,2,2,57.69,5,SAME
7,40.49,125.18,4,4,38.57,5,EASIER
5,74.17,49.1,3,2,64.72,3,SAME
5,60.68,62.5,2,2,54.87,3,SAME
3,69.54,38.39,1,2,63.25,1,SAME
3,44.94,22.12,4,3,36.63,1,EASIER
5,90.09,20.42,2,1,90.12,3,HARDER
5,78.59,74.79,1,1,80.66,3,HARDER
3,74.37,15.47,4,3,72.13,1,EASIER
5,57.16,83.74,3,2,54.18,3,SAME
6,66.61,81.94,2,2,64.39,4,SAME
7,28.31,187.26,4,4,23.95,5,EASIER
7,62.87,66.8,1,1,58.65,5,SAME
4,57.29,29.55,2,2,54.87,2,SAME
4,63.4,32.39,1,2,59.95,2,SAME
7,20.71,49.93,5,5,7.99,5,EASIER
6,55.6,146.15,1,1,60.7,4,SAME
4,99.15,17.7,1,0,100.0,2,HARDER
6,92.91,145.09,1,0,89.84,4,SAME
3,100.0,30.2,1,0,98.6,1,HARDER
5,42.08,52.56,1,3,39.11,3,EASIER
4,96.0,44.69,2,1,95.27,2,HARDER
7,36.16,133.17,4,4,29.64,5,EASIER
3,72.86,20.92,1,1,75.83,1,SAME
7,54.43,131.76,5,3,48.96,5,EASIER
4,64.37,53.58,3,3,62.21,2,EASIER
3,79.48,16.42,1,2,79.58,1,SAME
6,62.84,98.17,1,2,62.57,4,SAME
6,59.47,20.93,2,1,57.0,4,SAME
3,96.76,10.59,1,1,91.35,1,HARDER
3,91.78,32.14,1,1,83.61,1,HARDER
3,82.95,20.76,1,1,81.51,1,SAME
5,48.64,38.02,2,3,44.85,3,EASIER
3,74.43,24.42,2,1,70.67,1,SAME
6,51.77,66.74,4,3,47.59,4,EASIER
3,82.0,16.1,1,1,83.43,1,SAME
6,71.62,34.97,1,1,66.93,4,SAME
7,63.09,38.32,1,2,57.85,5,SAME
6,65.56,120.41,3,2,57.63,4,SAME
7,45.16,88.96,4,4,37.7,5,EASIER
7,45.42,189.98,4,3,42.72,5,EASIER
3,87.58,20.62,1,1,84.68,1,HARDER
4,94.54,44.9,2,1,92.63,2,HARDER
6,37.03,76.82,5,5,25.89,4,EASIER
4,74.7,38.8,1,2,75.78,2,SAME
6,84.43,86.06,1,1,85.51,4,SAME
6,35.11,65.04,5,4,25.99,4,EASIER
7,23.04,57.3,5,4,17.43,5,EASIER
4,70.39,54.47,1,1,70.31,2,SAME
4,75.14,80.36,1,2,78.08,2,EASIER
3,77.9,52.31,2,1,78.96,1,EASIER
4,88.58,29.3,1,0,92.03,2,HARDER
4,92.5,26.92,1,1,90.76,2,HARDER
5,77.34,44.08,1,1,75.91,3,SAME
5,80.44,53.17,2,0,81.32,3,SAME
7,64.98,108.84,2,1,62.24,5,SAME
6,59.84,48.8,1,1,61.61,4,SAME
6,59.27,37.99,1,1,56.9,4,SAME
3,78.07,25.56,2,1,77.86,1,SAME
5,32.37,10.1,4,4,22.47,3,EASIER
6,56.9,77.82,3,2,51.04,4,SAME
4,81.53,24.37,1,0,79.61,2,SAME
5,64.76,85.34,5,3,61.46,3,EASIER
6,49.36,141.39,5,4,46.81,4,HARDER
6,61.83,143.13,1,2,55.09,4,SAME
7,45.77,92.73,5,4,38.02,5,EASIER
5,68.23,33.07,2,4,63.12,3,EASIER
4,89.2,25.91,1,0,90.16,2,HARDER
4,55.34,43.5,2,2,56.78,2,SAME
6,56.88,34.84,2,2,55.64,4,EASIER
5,53.22,115.61,4,3,49.11,3,EASIER
5,74.09,49.24,1,1,72.84,3,SAME
