current_difficulty,accuracy,response_time,total_attempts,mistakes,score,previous_score,difficulty_change
1,100.0,74.22,11,0,95.79,100.0,HARDER
1,68.39,24.98,13,4,61.93,65.6,SAME
1,95.72,37.64,10,2,100.0,100.0,HARDER
3,71.16,33.4,17,6,71.79,77.9,SAME
3,89.24,16.02,17,3,86.66,71.05,EASIER
3,86.9,50.43,15,1,91.86,100.0,HARDER
3,39.62,44.23,17,9,46.04,28.48,EASIER
2,93.33,37.67,13,1,87.69,100.0,HARDER
3,52.17,26.8,10,4,45.6,44.45,SAME
3,97.77,49.49,14,0,89.66,64.52,HARDER
1,54.9,31.32,12,7,49.77,45.36,EASIER
1,87.46,30.07,14,1,86.66,77.44,HARDER
2,78.16,30.29,16,4,79.2,100.0,HARDER
3,50.74,39.66,16,6,45.62,47.07,EASIER
1,69.72,21.95,17,2,59.35,100.0,HARDER
2,100.0,33.59,10,0,100.0,92.35,HARDER
3,91.07,30.43,14,2,89.84,69.22,HARDER
1,73.59,41.62,11,2,70.51,66.12,SAME
2,39.41,47.63,10,5,35.62,9.77,EASIER
2,96.18,33.59,17,0,94.51,98.78,HARDER
2,72.02,32.95,10,2,72.86,77.78,SAME
3,76.03,12.16,13,1,74.22,98.08,HARDER
2,73.15,51.96,11,4,76.77,64.33,SAME
3,97.41,21.01,16,0,96.05,100.0,HARDER
2,64.66,33.2,15,4,63.04,50.56,SAME
2,82.72,25.75,15,2,85.69,85.03,HARDER
3,100.0,19.92,17,0,100.0,96.35,HARDER
2,100.0,21.8,10,0,96.27,95.19,HARDER
3,47.81,60.35,15,8,50.05,41.13,EASIER
1,75.73,112.15,14,5,79.19,59.8,EASIER
1,71.24,58.58,11,2,71.8,82.03,SAME
2,97.74,19.88,11,0,93.64,83.97,HARDER
1,82.74,12.86,17,2,74.68,84.92,HARDER
2,82.1,17.52,16,2,84.67,77.83,HARDER
3,81.88,58.34,10,1,77.71,50.65,SAME
1,38.81,23.98,14,7,37.82,57.71,EASIER
1,81.71,19.34,12,3,81.78,100.0,HARDER
1,85.21,42.69,17,2,83.87,57.27,SAME
3,49.0,36.22,12,5,40.2,13.99,EASIER
2,55.3,47.76,10,2,54.99,47.34,SAME
2,94.28,24.03,15,1,96.61,85.13,HARDER
3,82.67,45.64,16,2,81.51,61.37,SAME
1,51.11,51.82,15,7,49.91,50.56,EASIER
1,91.8,41.24,16,0,86.79,100.0,HARDER
1,68.99,34.04,15,3,64.02,68.63,SAME
3,75.8,43.63,13,3,76.38,49.45,SAME
1,69.14,25.13,10,2,67.81,85.21,SAME
1,62.45,61.28,11,4,59.75,55.56,EASIER
2,66.62,15.3,10,4,70.91,74.67,SAME
1,81.59,14.62,16,2,84.52,86.17,HARDER
2,79.72,26.1,14,3,82.49,87.56,HARDER
1,74.52,12.96,16,4,70.63,74.7,SAME
1,90.86,37.01,16,2,88.03,97.68,HARDER
1,82.02,37.2,13,2,77.18,46.58,SAME
3,67.21,49.97,10,5,61.74,62.83,SAME
1,80.79,21.16,12,4,87.86,94.14,HARDER
1,78.36,49.5,11,2,74.8,16.95,EASIER
1,94.34,30.42,17,3,100.0,100.0,HARDER
3,75.82,11.31,12,4,71.29,74.45,HARDER
1,86.69,32.06,13,0,87.28,88.52,HARDER
2,58.35,44.78,17,7,62.93,55.46,EASIER
2,78.54,31.01,14,4,75.71,93.89,HARDER
3,67.31,30.21,13,4,58.47,72.71,SAME
3,100.0,15.67,16,0,99.67,100.0,HARDER
2,54.3,50.5,11,4,51.35,69.18,SAME
2,49.58,13.48,14,6,50.03,72.24,SAME
1,67.67,36.95,11,4,59.37,48.07,SAME
3,48.06,14.58,14,7,49.09,52.35,HARDER
1,98.26,16.01,16,0,92.49,92.83,HARDER
1,72.62,23.12,11,3,71.13,83.2,SAME
2,74.86,15.5,10,2,71.02,71.92,HARDER
3,71.49,49.71,14,5,72.25,60.71,SAME
1,67.21,82.89,10,2,65.98,57.44,EASIER
3,66.03,71.05,14,2,66.36,82.46,SAME
3,46.13,22.17,13,5,48.24,45.75,SAME
2,76.13,58.43,13,2,81.32,85.68,EASIER
3,99.28,17.62,14,1,99.78,100.0,HARDER
2,86.58,33.77,17,2,80.73,93.98,HARDER
3,80.16,36.64,12,2,77.39,90.74,HARDER
3,80.15,66.4,11,1,83.21,70.65,SAME
3,60.08,25.67,10,5,60.81,69.59,SAME
1,56.69,49.2,12,4,59.09,68.98,EASIER
1,78.4,29.2,13,4,85.44,96.23,SAME
1,50.96,52.87,16,8,46.9,30.23,EASIER
2,59.29,47.43,11,4,61.51,72.28,SAME
3,88.24,23.26,14,1,90.35,97.32,HARDER
1,86.04,40.24,13,1,80.13,76.87,HARDER
2,68.85,21.57,11,2,73.87,76.67,HARDER
2,66.96,18.91,10,4,79.09,63.72,SAME
2,58.93,30.95,17,6,62.0,66.36,SAME
3,62.67,19.81,11,4,62.49,81.84,HARDER
2,60.74,12.54,15,6,55.6,68.66,SAME
1,78.52,72.9,11,1,78.04,89.29,SAME
1,62.29,42.13,13,4,67.88,79.64,SAME
2,68.77,23.82,12,4,70.27,96.38,HARDER
1,69.12,36.98,12,3,73.2,83.33,SAME
3,83.45,35.52,10,1,76.08,100.0,HARDER
1,56.33,23.58,12,5,67.02,75.44,SAME
3,87.05,28.81,15,2,87.84,100.0,HARDER
3,69.09,20.18,15,3,65.46,73.1,HARDER
2,59.82,30.45,16,4,62.86,60.13,SAME
1,47.91,39.87,12,7,51.62,61.24,EASIER
1,80.92,25.99,17,5,72.82,78.04,SAME
1,80.1,15.34,13,1,71.43,47.93,HARDER
2,93.2,43.07,17,1,95.08,100.0,HARDER
3,53.56,30.45,17,9,51.16,72.23,EASIER
2,71.62,27.75,11,2,77.55,57.87,SAME
3,83.4,44.84,17,2,88.31,70.89,HARDER
2,56.86,45.4,12,3,65.27,64.93,SAME
3,66.86,19.92,16,4,71.26,68.13,SAME
1,80.0,28.99,14,2,94.21,100.0,HARDER
1,75.08,24.73,12,2,77.33,69.39,SAME
1,43.85,13.64,10,5,39.4,71.57,SAME
1,65.28,14.54,11,5,61.6,34.78,SAME
1,67.36,43.15,14,4,60.54,42.72,EASIER
2,95.69,41.26,10,0,100.0,90.81,HARDER
1,71.62,46.95,14,2,73.37,66.97,SAME
1,59.45,20.95,14,5,64.89,52.16,SAME
1,69.99,54.28,16,4,71.96,81.22,SAME
2,53.29,14.59,15,6,45.23,47.58,SAME
1,80.36,27.26,10,1,72.89,86.6,HARDER
1,90.64,37.45,14,0,90.65,100.0,HARDER
2,94.18,54.06,17,0,87.49,96.98,HARDER
3,68.18,14.86,11,2,69.05,65.62,HARDER
1,87.37,57.29,12,2,90.12,91.63,SAME
3,100.0,16.34,11,1,98.45,90.71,HARDER
2,73.48,30.97,11,1,75.09,74.49,HARDER
1,71.99,67.29,10,1,73.3,99.79,SAME
2,79.13,26.95,13,3,78.52,66.26,SAME
3,87.52,70.09,15,0,86.99,71.02,SAME
3,49.16,98.12,11,5,55.12,55.9,EASIER
2,66.76,20.55,13,4,56.36,33.42,SAME
3,71.22,25.41,14,3,68.81,98.5,HARDER
2,39.45,120.0,13,8,34.92,35.52,EASIER
1,59.31,38.27,10,0,61.23,68.88,SAME
3,83.13,38.41,13,1,74.91,69.45,HARDER
1,60.6,13.3,12,3,58.68,59.71,SAME
2,59.1,30.2,12,2,70.7,82.89,SAME
2,32.99,41.2,17,10,42.43,31.59,EASIER
3,72.86,40.64,13,4,67.42,70.62,SAME
1,79.65,25.9,11,0,70.63,66.9,HARDER
3,100.0,54.32,14,0,100.0,76.0,HARDER
1,87.81,31.28,15,2,86.8,83.95,HARDER
3,46.9,18.33,12,4,42.81,12.31,EASIER
1,46.49,17.66,10,7,38.38,50.95,EASIER
1,85.09,29.56,13,4,92.39,78.09,SAME
1,67.88,35.71,11,4,66.8,79.46,SAME
2,66.6,42.83,15,3,66.55,87.61,SAME
2,27.13,34.29,15,11,23.83,39.96,EASIER
2,96.14,30.04,11,0,87.68,93.06,HARDER
2,48.12,33.15,15,7,45.32,56.72,SAME
3,100.0,28.65,12,0,100.0,93.05,HARDER
3,75.5,20.68,17,4,77.32,69.47,HARDER
3,87.67,27.75,11,0,81.85,50.84,HARDER
1,63.86,24.45,12,4,69.16,66.84,SAME
3,75.35,34.73,17,4,74.98,63.72,SAME
1,61.49,25.36,16,7,58.69,32.09,EASIER
1,62.54,31.78,10,4,56.84,37.2,EASIER
1,58.66,35.08,16,7,56.15,36.0,EASIER
1,73.37,43.43,14,4,74.45,88.08,SAME
3,34.83,54.44,15,8,34.85,42.13,EASIER
3,86.39,17.97,17,0,83.53,64.29,HARDER
2,72.5,66.38,13,4,69.89,83.02,SAME
3,82.16,52.36,12,1,83.76,91.68,HARDER
1,100.0,26.32,13,2,100.0,100.0,HARDER
1,50.76,16.52,16,8,41.77,27.08,EASIER
3,76.43,28.12,13,3,77.02,79.48,HARDER
1,89.47,37.97,12,0,87.97,100.0,HARDER
1,59.71,47.69,10,4,64.87,91.76,SAME
1,68.72,22.94,11,6,72.75,84.73,SAME
1,33.56,28.01,16,12,29.61,54.55,EASIER
1,86.17,58.91,15,0,95.66,100.0,HARDER
2,75.47,44.61,14,3,79.78,94.76,SAME
1,100.0,17.86,13,0,100.0,95.86,HARDER
3,59.1,30.8,10,4,62.08,41.44,SAME
1,87.7,36.05,10,1,82.83,100.0,HARDER
2,46.11,34.54,10,4,41.21,49.33,EASIER
2,84.62,30.47,15,2,95.01,86.98,HARDER
3,81.35,36.39,12,2,78.07,75.82,HARDER
2,68.37,33.65,11,3,75.43,64.79,HARDER
3,59.77,31.95,17,6,61.34,58.02,SAME
3,78.25,39.24,14,3,73.48,55.12,SAME
2,57.7,32.98,12,5,63.61,73.11,SAME
1,37.44,41.72,12,5,42.23,44.52,EASIER
1,76.98,30.77,11,1,72.35,52.75,SAME
2,99.59,52.56,12,0,98.77,92.72,HARDER
1,82.74,9.4,12,1,79.5,91.19,HARDER
1,60.85,26.92,14,5,61.8,49.28,SAME
2,83.41,18.83,12,1,81.01,81.1,HARDER
1,77.32,26.33,12,5,78.12,90.14,SAME
1,79.74,29.41,16,2,88.01,98.64,HARDER
2,92.21,41.82,15,2,96.61,95.91,HARDER
3,76.79,33.05,13,2,83.0,100.0,HARDER
2,85.26,30.85,15,2,89.9,88.45,HARDER
1,84.64,42.53,17,5,79.93,73.35,SAME
3,82.96,12.68,16,2,79.52,76.71,HARDER
1,82.67,35.53,17,2,89.48,100.0,HARDER
1,91.57,34.52,10,1,99.03,100.0,HARDER
3,65.18,30.59,13,3,68.86,62.23,SAME
1,76.9,52.46,10,1,73.91,73.48,SAME
1,100.0,24.6,17,0,100.0,100.0,HARDER
2,81.53,13.74,12,2,79.25,84.86,HARDER
2,69.8,80.45,14,6,66.3,57.73,EASIER
1,32.04,26.15,17,12,23.3,37.77,EASIER
1,48.39,23.83,17,7,49.1,43.7,EASIER
3,100.0,44.53,11,0,100.0,75.31,HARDER
1,52.43,25.1,13,7,46.41,41.86,EASIER
1,80.73,41.33,14,2,77.69,87.24,SAME
2,63.91,53.51,13,6,64.35,57.89,EASIER
3,85.3,40.91,13,1,90.95,96.72,HARDER
1,100.0,47.37,15,0,97.09,66.8,HARDER
3,96.34,28.76,17,0,97.81,89.89,HARDER
2,47.95,15.27,15,7,50.79,64.82,SAME
1,65.4,16.48,11,3,61.62,68.05,SAME
2,63.36,25.79,12,4,71.35,55.34,SAME
2,63.76,26.67,10,5,53.84,60.5,SAME
2,100.0,44.91,12,0,93.82,51.09,HARDER
3,73.64,56.13,11,3,70.22,93.01,SAME
2,84.17,35.64,15,1,91.04,81.44,HARDER
1,90.25,51.12,12,1,88.75,65.61,SAME
2,66.93,39.73,14,4,71.67,73.05,SAME
2,99.35,52.06,12,0,100.0,83.71,HARDER
3,77.82,14.35,14,3,75.24,64.16,HARDER
1,79.04,23.62,17,6,66.89,73.26,SAME
3,82.12,23.27,17,2,74.01,79.14,HARDER
3,91.1,20.83,16,2,95.89,83.34,HARDER
3,67.24,18.35,14,5,59.94,44.46,SAME
2,33.87,21.97,15,9,34.87,47.92,EASIER
2,86.59,20.42,16,3,82.98,83.98,HARDER
1,27.76,15.4,13,9,34.09,57.64,EASIER
3,100.0,20.07,15,1,100.0,100.0,HARDER
1,78.02,24.25,11,2,97.53,100.0,HARDER
1,96.65,16.77,14,1,100.0,96.88,HARDER
2,88.79,27.95,16,1,99.63,91.26,HARDER
3,78.67,42.96,10,4,72.83,70.95,SAME
3,94.15,30.41,13,0,88.8,90.83,HARDER
1,70.43,39.29,11,1,81.97,100.0,HARDER
1,73.8,68.49,11,4,76.96,64.85,EASIER
1,74.21,15.11,17,4,72.89,66.59,SAME
3,54.74,50.62,11,3,49.34,53.25,SAME
2,100.0,51.27,12,0,100.0,100.0,HARDER
1,81.11,18.59,15,3,82.64,78.98,HARDER
1,81.48,19.26,10,0,78.8,96.97,HARDER
2,85.47,80.73,11,1,83.91,76.07,SAME
3,92.11,19.78,12,1,89.62,86.69,HARDER
1,92.87,31.83,17,2,94.47,78.02,HARDER
2,92.75,29.16,10,0,90.01,73.17,HARDER
1,100.0,9.35,14,0,100.0,86.81,HARDER
2,98.12,46.86,13,0,100.0,81.5,HARDER
1,70.51,16.17,16,5,62.49,56.89,SAME
2,43.89,21.47,15,8,48.42,65.97,EASIER
2,77.46,61.83,16,5,77.32,60.08,SAME
2,65.58,21.6,17,4,67.68,97.58,HARDER
3,68.97,35.42,14,3,61.55,83.56,SAME
2,74.61,25.97,12,4,81.73,53.8,SAME
2,87.77,51.61,10,4,82.38,100.0,SAME
3,63.52,54.71,12,6,67.95,79.79,SAME
1,65.18,28.36,12,4,67.56,70.28,SAME
1,96.94,85.14,14,0,99.51,92.53,SAME
2,87.96,54.66,10,1,93.51,74.46,SAME
1,92.72,54.47,17,3,96.88,79.61,SAME
1,56.86,60.89,16,6,61.98,59.05,EASIER
1,62.2,29.55,15,4,71.33,69.46,SAME
2,53.56,50.48,11,4,57.8,43.54,EASIER
2,100.0,16.27,10,0,100.0,100.0,HARDER
2,55.51,38.01,10,5,48.64,65.7,SAME
3,48.88,37.83,16,7,47.9,37.15,EASIER
3,87.48,34.08,14,0,93.53,98.4,HARDER
2,96.39,63.39,13,0,91.37,87.4,SAME
1,53.48,28.12,16,3,57.88,56.69,SAME
2,53.25,22.25,14,5,63.22,46.79,SAME
2,88.92,48.54,12,0,89.95,100.0,HARDER
2,79.67,57.68,15,2,85.82,66.75,SAME
2,79.15,25.61,10,2,73.26,66.89,HARDER
2,65.92,30.98,14,5,73.36,84.79,SAME
2,60.56,21.3,11,4,62.44,46.65,SAME
1,85.2,67.22,17,3,80.58,90.63,HARDER
1,85.17,30.86,13,2,91.65,93.62,HARDER
2,42.36,45.2,12,8,38.86,45.17,EASIER
2,50.9,47.85,14,8,60.22,63.36,EASIER
1,75.41,41.34,11,2,75.75,86.45,SAME
1,82.62,36.46,17,3,87.77,65.22,SAME
3,36.04,36.47,17,10,26.33,29.56,EASIER
1,77.28,28.25,13,0,83.77,93.58,HARDER
2,88.22,14.69,16,3,85.49,70.51,SAME
2,52.64,42.36,11,5,57.93,62.63,EASIER
1,62.02,34.5,17,6,54.76,64.01,EASIER
3,94.01,12.42,16,0,95.25,97.78,HARDER
1,62.29,27.77,10,4,59.15,50.05,SAME
1,94.6,30.12,11,0,85.36,92.09,HARDER
2,100.0,28.99,11,0,91.46,76.86,HARDER
1,80.47,23.56,14,2,78.34,83.01,HARDER
3,84.23,39.11,12,2,86.66,94.23,HARDER
1,80.19,30.63,11,2,81.77,100.0,HARDER
3,87.59,31.19,16,3,91.6,100.0,HARDER
1,59.78,15.29,13,5,69.81,88.75,SAME
2,82.13,55.93,15,1,82.16,70.7,SAME
1,52.73,21.18,11,4,52.11,36.67,EASIER
2,82.54,31.71,14,1,82.63,79.21,HARDER
1,73.82,23.22,12,4,78.91,80.63,SAME
1,100.0,18.78,15,1,100.0,100.0,SAME
1,92.59,16.56,13,0,96.56,100.0,HARDER
1,76.33,21.08,10,2,70.86,75.65,HARDER
1,78.49,37.56,15,1,77.6,61.81,SAME
2,77.48,26.25,12,1,73.62,84.51,HARDER
1,68.13,22.03,14,5,75.38,72.71,SAME
3,51.77,51.57,10,3,51.04,64.41,SAME
1,88.13,50.5,15,1,86.08,85.21,SAME
1,86.06,28.06,16,3,88.56,80.67,HARDER
1,74.9,17.06,10,0,82.01,76.22,EASIER
2,70.04,33.14,14,4,67.51,51.68,SAME
2,44.01,14.18,11,7,45.74,57.13,EASIER
2,78.44,51.18,11,1,77.6,64.73,SAME
1,44.86,23.84,10,7,50.47,50.16,SAME
1,92.36,33.56,10,0,82.87,82.84,HARDER
1,61.52,12.36,14,4,61.29,70.46,SAME
3,79.22,39.32,15,0,78.37,75.5,HARDER
3,58.87,51.91,17,9,61.09,50.55,EASIER
2,80.09,56.07,10,0,75.04,87.94,HARDER
3,46.4,27.98,12,6,48.08,21.65,EASIER
2,84.09,22.13,14,3,88.77,100.0,HARDER
3,79.42,21.42,16,2,80.49,100.0,HARDER
2,57.92,46.73,13,5,60.51,65.99,SAME
1,79.34,27.37,10,0,81.72,96.82,HARDER
1,92.4,59.09,11,1,89.03,84.51,SAME
2,65.01,34.25,13,5,64.19,70.58,SAME
3,100.0,47.92,11,0,93.19,100.0,HARDER
2,87.65,20.45,10,2,88.21,100.0,HARDER
3,77.67,17.31,16,3,74.11,100.0,HARDER
3,70.0,24.63,12,3,65.47,71.09,HARDER
1,91.7,24.59,10,0,96.42,99.62,HARDER
1,75.8,20.04,14,4,74.18,63.64,SAME
2,83.51,23.51,15,4,83.11,94.29,HARDER
1,93.45,50.07,14,2,98.61,92.57,HARDER
1,63.15,62.66,10,1,64.35,56.1,SAME
3,86.0,82.7,16,3,82.83,75.81,SAME
2,66.02,71.07,12,4,64.96,38.43,EASIER
3,56.54,26.0,14,6,57.33,65.75,SAME
1,72.18,18.42,16,2,66.04,41.13,SAME
1,68.03,14.03,15,2,71.6,47.31,SAME
3,75.14,44.68,15,1,71.13,78.29,HARDER
1,51.24,27.61,15,7,45.58,50.59,EASIER
3,78.97,15.47,16,2,72.4,100.0,HARDER
2,100.0,42.13,15,0,98.46,97.11,HARDER
3,100.0,30.84,10,1,100.0,78.81,HARDER
2,62.47,47.04,17,6,63.54,38.89,HARDER
1,68.15,30.35,10,2,61.05,67.23,SAME
2,75.14,70.2,16,4,72.3,58.44,EASIER
2,60.8,30.88,16,7,47.02,44.1,EASIER
2,39.84,22.66,16,9,42.44,17.5,EASIER
3,100.0,26.08,13,0,100.0,100.0,HARDER
2,63.69,20.59,13,7,66.48,40.91,SAME
2,62.41,24.64,16,6,63.23,56.19,SAME
1,58.81,28.01,13,6,51.68,29.98,EASIER
1,68.96,23.64,15,4,75.33,74.88,SAME
3,74.04,17.36,17,3,65.75,75.26,HARDER
1,68.36,23.78,14,2,65.65,91.52,HARDER
2,86.85,52.07,14,0,85.32,67.51,HARDER
2,66.74,25.24,17,4,70.59,80.35,SAME
1,80.32,34.35,16,2,74.42,57.81,SAME
3,70.83,30.93,10,4,76.44,83.21,SAME
1,63.14,26.17,15,5,69.64,90.81,SAME
1,55.89,33.61,15,8,51.07,69.91,EASIER
3,81.4,56.14,16,0,75.77,67.66,HARDER
3,83.35,23.34,14,2,85.66,100.0,HARDER
1,78.57,23.13,11,4,79.76,75.94,SAME
2,73.49,29.59,15,3,69.52,50.72,SAME
2,69.19,29.77,13,5,70.04,61.02,SAME
2,75.28,53.87,15,3,78.88,100.0,SAME
2,85.58,16.67,12,1,86.03,76.13,HARDER
2,90.64,32.88,14,0,90.52,100.0,HARDER
2,100.0,25.07,11,0,97.2,76.23,HARDER
1,65.49,20.49,14,5,63.51,71.64,SAME
3,68.37,38.41,11,5,74.05,94.21,SAME
2,78.2,27.76,16,3,79.87,83.01,HARDER
2,80.58,19.82,16,3,87.01,70.23,HARDER
3,70.71,40.69,13,4,65.2,91.36,SAME
2,93.16,28.41,12,0,96.41,100.0,HARDER
1,81.9,25.06,13,1,82.75,77.08,HARDER
1,67.35,27.9,15,3,60.98,61.79,SAME
1,85.16,32.47,14,2,86.51,79.21,HARDER
1,65.78,55.71,11,2,64.91,57.73,SAME
1,49.8,19.48,13,5,48.92,71.92,SAME
2,82.48,31.3,15,5,81.0,75.59,SAME
3,80.42,29.24,15,3,85.37,93.53,HARDER
1,48.29,53.51,13,7,44.24,56.97,EASIER
2,60.58,60.66,11,4,61.98,63.82,EASIER
1,89.09,11.81,15,1,92.48,67.01,HARDER
2,84.91,17.4,12,3,85.05,76.64,HARDER
2,100.0,62.42,15,0,100.0,100.0,HARDER
3,71.14,43.2,16,6,74.47,82.74,SAME
1,72.93,64.31,10,1,72.08,91.35,SAME
1,50.18,35.22,17,9,51.74,61.69,EASIER
3,64.82,19.33,16,5,63.1,31.22,SAME
3,57.39,23.36,11,3,59.39,56.24,SAME
1,91.33,35.18,13,0,87.99,58.67,HARDER
1,91.51,29.41,15,1,99.89,100.0,HARDER
3,55.29,20.41,14,7,61.78,86.05,SAME
3,100.0,22.08,16,0,100.0,74.28,HARDER
2,79.39,29.33,10,3,84.4,59.74,SAME
1,57.11,51.11,12,4,57.12,84.01,SAME
2,61.25,19.13,16,5,64.71,57.4,SAME
2,77.75,61.69,15,2,82.07,96.21,SAME
2,98.5,50.7,13,0,96.98,100.0,HARDER
3,66.46,32.77,11,5,63.8,66.5,HARDER
2,91.93,57.76,10,0,92.04,89.71,HARDER
1,61.07,57.14,10,5,55.33,56.69,EASIER
1,86.28,32.68,11,2,85.28,57.56,SAME
2,85.22,19.31,14,2,79.91,61.43,HARDER
3,52.0,17.2,10,4,43.07,55.4,SAME
1,71.21,89.51,16,5,68.19,62.3,EASIER
1,76.31,13.6,14,2,82.53,93.23,HARDER
2,75.72,43.22,10,4,75.71,61.19,SAME
1,57.76,37.3,14,6,52.75,41.22,EASIER
2,73.75,32.38,10,2,76.74,89.87,HARDER
1,71.53,24.93,14,2,72.92,60.46,SAME
3,82.82,34.05,11,2,73.63,100.0,HARDER
1,100.0,26.29,12,0,100.0,100.0,HARDER
1,100.0,26.48,14,0,98.38,93.03,EASIER
1,62.08,28.39,12,3,71.78,50.94,SAME
1,56.27,21.01,15,5,59.34,51.83,SAME
1,87.96,22.75,12,2,86.45,86.62,HARDER
3,66.15,40.94,16,5,67.45,62.97,SAME
2,67.94,23.45,16,2,75.98,36.07,SAME
2,75.0,43.69,17,2,73.87,86.42,SAME
1,83.58,19.07,11,2,76.11,91.23,HARDER
1,60.89,26.23,10,3,54.93,41.45,SAME
2,74.69,45.21,15,1,85.98,93.46,HARDER
2,99.18,57.37,16,0,94.66,100.0,HARDER
1,84.24,25.28,17,2,86.86,100.0,HARDER
1,100.0,41.0,11,1,100.0,98.89,HARDER
3,80.24,38.12,17,3,84.93,88.18,HARDER
2,47.72,57.07,10,5,42.7,71.8,EASIER
2,76.14,30.82,12,2,75.75,66.12,SAME
3,89.73,14.99,16,2,100.0,100.0,HARDER
1,66.92,24.75,16,4,72.09,82.89,SAME
3,55.65,12.32,15,4,53.74,40.26,SAME
1,61.86,31.7,13,5,65.24,64.21,SAME
3,92.03,51.66,14,0,95.26,77.77,HARDER
1,62.63,25.5,13,5,60.02,78.65,SAME
1,96.92,44.98,11,0,99.01,82.59,HARDER
1,91.75,24.35,11,0,81.09,79.81,HARDER
1,74.75,23.25,17,3,71.24,85.44,SAME
3,71.76,28.74,11,1,69.47,55.68,HARDER
1,56.39,42.69,12,6,54.44,54.19,EASIER
1,89.87,34.2,16,0,98.38,100.0,HARDER
2,76.75,32.23,13,0,69.02,66.34,HARDER
3,79.53,66.24,10,2,81.33,87.77,SAME
3,83.23,15.61,13,3,79.41,60.88,HARDER
2,68.69,43.4,13,3,65.16,66.41,SAME
3,70.61,57.52,17,7,71.96,65.77,EASIER
1,69.64,9.97,14,4,77.14,79.79,SAME
1,67.16,16.6,16,7,68.14,79.06,SAME
1,92.28,16.0,15,1,90.78,86.42,HARDER
2,74.22,56.0,13,3,70.72,97.69,SAME
2,85.38,16.09,16,1,81.54,100.0,HARDER
2,66.47,28.02,14,5,68.78,49.45,SAME
2,78.64,44.7,13,0,77.1,79.33,HARDER
2,90.75,26.15,13,1,90.93,86.37,HARDER
1,96.11,57.73,11,0,93.14,65.65,SAME
2,69.45,51.14,15,5,68.09,72.58,SAME
2,97.86,78.85,17,0,98.29,100.0,HARDER
1,53.0,42.42,12,5,50.64,54.81,EASIER
1,80.93,26.6,16,2,76.39,70.85,SAME
2,100.0,12.52,13,0,100.0,96.39,HARDER
1,81.52,26.35,16,4,81.32,96.32,HARDER
3,100.0,26.39,13,0,100.0,87.22,HARDER
3,70.43,22.32,17,6,75.91,82.6,SAME
1,45.73,40.15,17,11,46.64,49.06,EASIER
2,61.43,37.77,15,6,70.95,100.0,SAME
2,53.39,29.18,11,5,52.97,58.34,SAME
1,50.85,21.16,14,8,56.9,38.55,EASIER
3,78.07,20.13,17,1,69.16,89.73,HARDER
2,96.82,26.48,10,2,95.26,61.22,HARDER
2,76.55,22.01,11,2,69.43,75.37,HARDER
3,68.13,23.48,10,3,65.47,68.93,HARDER
1,92.06,61.08,14,0,89.21,87.43,SAME
2,99.96,16.06,17,0,100.0,100.0,HARDER
1,70.19,30.67,10,3,63.51,65.03,SAME
3,33.53,16.38,17,13,39.67,11.88,EASIER
2,100.0,31.27,12,0,100.0,48.38,HARDER
3,53.97,32.59,12,5,58.98,55.6,SAME
3,86.19,13.29,12,0,84.58,95.0,HARDER
1,65.99,33.81,12,4,68.36,66.52,SAME
1,56.03,71.11,15,6,60.6,57.24,EASIER
2,86.82,50.61,17,3,85.21,76.53,SAME
1,55.11,35.16,12,5,59.19,73.37,SAME
3,77.78,21.67,15,3,76.61,88.11,HARDER
2,98.1,19.88,12,0,99.18,71.16,HARDER
2,93.77,41.15,16,0,91.39,96.51,HARDER
3,65.43,62.56,15,4,65.55,78.65,SAME
3,50.36,25.92,13,8,42.25,54.25,EASIER
3,100.0,48.69,10,0,96.16,100.0,HARDER
1,98.69,16.03,12,0,100.0,62.29,HARDER
3,93.11,36.11,11,1,97.77,82.83,HARDER
2,79.77,72.08,13,2,88.34,100.0,SAME
2,64.63,47.99,10,4,62.98,58.91,SAME
2,50.51,65.77,11,4,50.86,45.93,EASIER
3,81.98,43.41,10,1,91.04,85.1,HARDER
3,73.35,21.44,16,1,70.82,55.85,HARDER
3,77.63,16.05,15,3,85.45,93.93,HARDER
1,71.57,68.87,14,2,71.95,100.0,SAME
1,92.62,54.19,15,1,100.0,100.0,HARDER
1,61.69,61.92,11,5,65.96,51.6,EASIER
1,70.03,56.94,17,5,67.73,83.45,SAME
1,94.22,75.19,15,2,100.0,100.0,SAME
1,98.47,67.82,16,0,94.98,100.0,HARDER
1,78.72,39.82,12,3,75.01,44.66,SAME
1,75.03,26.98,17,4,71.57,53.78,SAME
1,89.31,26.97,12,0,92.02,96.84,HARDER
1,100.0,39.91,11,0,96.13,78.9,HARDER
2,84.02,24.68,14,1,73.67,72.81,HARDER
2,85.47,59.64,10,1,78.13,86.14,SAME
2,100.0,25.17,11,0,100.0,100.0,HARDER
2,64.1,31.84,14,4,64.67,56.32,SAME
3,59.36,23.54,16,7,54.25,41.91,SAME
2,100.0,48.24,10,0,93.71,60.98,HARDER
2,71.82,37.02,16,5,74.38,45.54,SAME
2,79.03,35.66,12,3,68.13,61.69,SAME
1,91.35,24.88,16,0,90.0,68.17,HARDER
3,68.69,38.05,15,3,68.9,91.48,HARDER
3,73.85,48.37,15,4,74.76,77.33,SAME
1,84.5,19.3,10,0,88.87,94.52,HARDER
1,62.2,39.4,16,5,63.33,77.0,SAME
