puzzle_pieces,accuracy,response_time,attempts,mistakes,previous_score,current_level,difficulty_change
16,72.18,38.49,26,6,40.61,5,EASIER
12,80.98,26.61,17,3,67.9,4,SAME
4,79.53,15.2,5,1,77.2,1,SAME
16,87.64,32.73,20,2,82.49,5,HARDER
16,94.19,23.42,19,1,100.0,5,HARDER
6,99.11,15.28,6,0,100.0,2,HARDER
9,89.95,14.06,10,1,85.85,3,HARDER
6,99.45,15.57,6,0,100.0,2,HARDER
4,80.24,16.8,5,1,92.35,1,HARDER
12,79.75,24.59,17,3,60.14,4,SAME
16,84.65,25.69,19,3,87.57,5,HARDER
9,80.55,30.42,12,2,84.87,3,SAME
4,100.0,9.69,4,0,100.0,1,HARDER
9,75.59,34.0,13,3,82.79,3,HARDER
16,70.8,51.62,23,7,35.89,5,EASIER
9,69.68,29.6,15,4,66.56,3,EASIER
12,86.28,34.69,15,2,79.79,4,SAME
6,75.71,16.66,10,2,87.56,2,EASIER
6,98.09,12.14,6,0,91.07,2,HARDER
16,88.63,24.08,24,2,83.79,5,HARDER
9,88.35,24.61,11,1,97.79,3,HARDER
6,99.62,10.93,6,0,100.0,2,HARDER
6,85.59,18.89,8,1,72.63,2,HARDER
12,85.22,42.51,14,2,80.44,4,HARDER
16,75.21,30.1,26,5,57.47,5,SAME
6,99.68,13.74,6,0,95.37,2,HARDER
12,80.13,14.4,17,3,66.73,4,SAME
6,73.63,19.33,12,2,63.13,2,SAME
9,90.89,18.75,10,1,100.0,3,HARDER
12,86.48,27.05,14,2,96.09,4,HARDER
16,76.09,40.62,26,5,61.13,5,EASIER
6,75.64,19.8,9,2,74.55,2,HARDER
4,66.62,11.4,6,2,74.15,1,EASIER
9,81.45,19.94,14,2,90.39,3,HARDER
6,75.03,21.81,11,2,74.78,2,HARDER
4,100.0,8.88,4,0,96.33,1,HARDER
16,72.5,47.89,26,6,58.04,5,EASIER
12,92.31,24.04,15,1,85.75,4,HARDER
12,75.39,21.37,16,4,76.44,4,HARDER
4,100.0,11.6,4,0,91.17,1,HARDER
6,85.28,15.59,11,1,85.96,2,HARDER
6,84.79,17.94,7,1,91.67,2,HARDER
12,73.17,27.64,20,4,69.67,4,EASIER
6,99.43,10.51,6,0,100.0,2,HARDER
4,81.07,9.54,6,1,86.55,1,HARDER
12,100.0,16.32,13,0,100.0,4,HARDER
6,98.59,16.69,6,0,100.0,2,HARDER
12,81.49,21.67,16,3,86.8,4,HARDER
4,99.71,12.99,4,0,100.0,1,HARDER
6,100.0,17.59,7,0,96.25,2,HARDER
4,99.8,9.32,4,0,92.0,1,HARDER
16,80.94,28.64,22,4,66.63,5,SAME
9,88.36,15.74,10,1,93.02,3,HARDER
4,80.12,13.79,5,1,97.86,1,HARDER
6,86.86,9.85,7,1,100.0,2,HARDER
4,100.0,12.49,4,0,100.0,1,HARDER
9,74.95,33.45,14,3,65.49,3,SAME
4,65.55,17.09,7,2,81.48,1,SAME
12,85.81,20.23,17,2,85.0,4,HARDER
12,70.48,35.77,20,5,60.55,4,EASIER
12,75.85,37.27,19,4,68.89,4,SAME
16,79.65,28.85,21,4,66.89,5,SAME
16,71.16,37.4,25,6,58.84,5,EASIER
6,100.0,13.62,7,0,90.21,2,HARDER
6,86.76,21.28,7,1,87.24,2,HARDER
6,85.01,12.0,8,1,93.33,2,HARDER
12,75.15,22.4,17,4,59.05,4,EASIER
16,88.75,39.68,20,2,93.9,5,HARDER
12,75.87,29.3,18,4,55.45,4,SAME
9,82.83,25.81,13,2,82.14,3,HARDER
9,100.0,13.42,10,0,100.0,3,HARDER
9,60.31,22.15,16,6,53.16,3,EASIER
16,98.73,21.25,17,0,95.47,5,HARDER
9,90.57,13.38,11,1,100.0,3,HARDER
12,85.94,23.69,16,2,78.49,4,SAME
12,92.14,20.49,13,1,83.51,4,HARDER
9,90.1,19.82,11,1,84.74,3,HARDER
6,74.08,15.81,9,2,91.91,2,SAME
16,74.92,26.08,26,5,51.29,5,EASIER
12,80.85,31.41,17,3,84.83,4,HARDER
9,76.46,27.45,14,3,80.95,3,SAME
4,99.88,14.83,4,0,100.0,1,EASIER
6,76.74,20.25,9,2,84.69,2,HARDER
16,69.41,76.91,26,7,42.89,5,EASIER
6,86.1,26.09,7,1,92.76,2,HARDER
16,80.31,35.86,26,4,56.93,5,EASIER
6,85.43,17.51,7,1,92.69,2,HARDER
12,78.96,32.24,18,3,71.26,4,HARDER
6,85.49,19.88,8,1,83.69,2,HARDER
9,98.32,19.2,11,0,100.0,3,HARDER
4,99.53,14.98,4,0,97.58,1,HARDER
9,89.51,21.37,10,1,100.0,3,HARDER
6,75.51,24.12,10,2,62.55,2,EASIER
12,79.95,22.24,19,3,71.4,4,HARDER
9,73.72,17.79,15,3,77.33,3,SAME
12,92.35,16.94,14,1,93.0,4,HARDER
9,100.0,10.26,9,0,96.55,3,HARDER
4,81.69,11.82,6,1,97.26,1,HARDER
9,89.84,13.59,11,1,83.83,3,HARDER
9,98.89,17.95,9,0,100.0,3,HARDER
12,98.08,18.67,12,0,100.0,4,HARDER
16,88.69,26.62,20,2,88.1,5,HARDER
12,80.37,22.21,17,3,72.92,4,HARDER
9,100.0,15.64,9,0,98.23,3,HARDER
16,69.44,38.1,24,7,52.16,5,EASIER
6,100.0,10.6,7,0,100.0,2,HARDER
16,81.02,39.9,23,4,71.4,5,EASIER
9,80.6,18.0,12,2,87.31,3,HARDER
12,92.0,24.98,15,1,91.38,4,HARDER
4,78.43,9.11,5,1,98.2,1,HARDER
6,87.97,16.54,8,1,74.05,2,HARDER
16,79.8,27.06,20,4,66.3,5,EASIER
16,70.33,61.44,28,7,37.75,5,EASIER
9,69.15,17.68,15,4,72.25,3,EASIER
16,77.62,26.97,23,5,61.99,5,EASIER
9,89.47,17.05,11,1,85.79,3,HARDER
6,84.43,18.46,7,1,100.0,2,HARDER
6,98.21,15.4,6,0,92.5,2,HARDER
12,85.63,22.78,14,2,94.24,4,HARDER
12,91.72,12.15,14,1,78.63,4,HARDER
16,80.35,24.46,23,4,74.46,5,HARDER
4,99.74,15.34,4,0,100.0,1,HARDER
16,71.94,34.67,25,6,55.33,5,EASIER
6,100.0,10.34,7,0,87.9,2,HARDER
16,66.73,43.64,27,8,32.14,5,EASIER
16,71.17,55.94,26,7,46.22,5,EASIER
12,99.42,30.32,12,0,95.5,4,HARDER
6,99.13,10.98,6,0,100.0,2,SAME
9,82.16,35.58,15,2,84.84,3,HARDER
12,91.92,26.84,13,1,92.18,4,HARDER
16,76.7,49.05,26,5,59.15,5,EASIER
9,76.25,32.76,15,3,70.64,3,SAME
4,78.32,8.99,6,1,99.57,1,HARDER
9,82.26,19.2,11,2,99.34,3,SAME
6,99.61,13.44,6,0,100.0,2,HARDER
6,100.0,8.22,6,0,84.52,2,HARDER
4,78.99,10.67,5,1,87.03,1,HARDER
4,80.82,12.79,5,1,87.61,1,HARDER
12,80.38,23.03,18,3,72.9,4,HARDER
16,71.97,30.54,29,6,40.35,5,EASIER
12,81.0,23.83,16,3,75.9,4,HARDER
6,87.65,19.34,7,1,90.71,2,HARDER
6,99.47,17.27,6,0,100.0,2,HARDER
4,100.0,11.51,4,0,100.0,1,HARDER
4,100.0,14.11,5,0,94.83,1,HARDER
12,75.21,31.45,16,4,61.72,4,SAME
4,100.0,8.09,4,0,100.0,1,HARDER
12,85.55,22.16,15,2,82.03,4,EASIER
4,65.3,24.13,6,2,74.63,1,SAME
4,100.0,8.0,4,0,96.11,1,HARDER
12,85.41,19.98,17,2,79.77,4,HARDER
6,100.0,13.03,6,0,100.0,2,HARDER
9,100.0,10.41,9,0,95.36,3,HARDER
6,76.55,15.16,8,2,79.19,2,SAME
16,93.95,38.74,19,1,81.85,5,HARDER
16,80.85,37.08,21,4,66.03,5,HARDER
4,81.46,13.19,5,1,88.52,1,HARDER
12,69.34,33.02,19,5,63.77,4,EASIER
9,88.7,24.47,13,1,96.31,3,HARDER
12,80.23,17.91,16,3,88.71,4,SAME
6,100.0,22.71,6,0,90.76,2,HARDER
9,90.52,20.74,13,1,87.96,3,HARDER
4,98.99,15.14,4,0,90.98,1,HARDER
16,78.27,19.32,27,5,60.33,5,SAME
9,89.52,24.81,10,1,96.31,3,HARDER
16,75.4,40.58,28,5,55.74,5,EASIER
9,77.47,26.18,15,3,68.1,3,SAME
16,94.98,21.01,18,1,98.17,5,HARDER
16,78.41,23.75,22,4,75.87,5,SAME
9,80.32,25.72,12,2,80.73,3,HARDER
9,80.23,22.13,17,2,76.06,3,HARDER
4,99.5,11.33,4,0,100.0,1,HARDER
9,81.17,27.54,12,2,78.03,3,SAME
4,100.0,10.28,4,0,100.0,1,HARDER
16,74.58,27.4,25,5,60.83,5,SAME
16,65.08,31.57,33,8,17.6,5,EASIER
9,89.76,18.53,10,1,94.25,3,HARDER
6,75.3,16.98,10,2,83.78,2,HARDER
6,99.76,15.63,6,0,96.74,2,HARDER
4,99.66,11.46,4,0,100.0,1,HARDER
9,88.14,20.34,13,1,80.3,3,HARDER
16,66.03,33.92,30,8,29.53,5,EASIER
9,69.02,27.11,14,4,63.21,3,EASIER
9,89.82,25.84,12,1,83.01,3,HARDER
4,78.33,11.84,6,1,96.13,1,SAME
16,57.64,38.97,39,11,4.59,5,EASIER
6,99.24,11.37,7,0,99.46,2,HARDER
16,73.94,44.87,25,6,57.73,5,EASIER
12,83.67,12.99,15,2,95.93,4,HARDER
12,71.25,39.49,19,5,57.62,4,EASIER
16,83.76,24.97,19,3,84.58,5,HARDER
4,99.56,9.53,4,0,100.0,1,HARDER
9,60.33,34.14,17,6,53.76,3,EASIER
12,83.85,15.42,15,2,82.34,4,HARDER
12,100.0,17.4,12,0,97.24,4,HARDER
16,70.67,22.93,27,6,40.55,5,EASIER
9,79.83,27.44,13,2,77.18,3,HARDER
12,73.95,27.16,20,4,58.89,4,EASIER
12,80.78,46.72,19,3,73.88,4,SAME
4,81.08,26.42,6,1,87.11,1,SAME
16,76.43,23.56,22,5,62.22,5,SAME
12,69.77,43.02,19,5,55.14,4,EASIER
12,81.01,39.04,21,3,64.76,4,EASIER
16,75.77,31.01,33,6,14.01,5,EASIER
9,91.62,20.4,11,1,100.0,3,HARDER
9,82.97,23.69,13,2,80.71,3,HARDER
16,76.36,49.6,26,5,40.46,5,EASIER
6,87.73,22.72,7,1,97.38,2,HARDER
9,73.15,38.0,14,3,77.15,3,SAME
16,83.87,38.32,23,3,70.25,5,SAME
4,79.9,15.84,6,1,95.43,1,HARDER
12,68.95,48.75,18,5,44.71,4,EASIER
9,81.99,26.85,12,2,94.05,3,HARDER
4,99.43,13.18,5,0,100.0,1,HARDER
6,98.97,10.37,6,0,100.0,2,HARDER
16,93.39,22.97,20,1,95.13,5,HARDER
6,100.0,10.56,6,0,100.0,2,HARDER
6,100.0,13.86,6,0,100.0,2,HARDER
4,80.14,16.77,5,1,100.0,1,HARDER
4,80.82,17.13,5,1,88.68,1,SAME
4,100.0,10.55,4,0,100.0,1,HARDER
9,99.69,16.13,10,0,98.89,3,HARDER
12,84.34,21.75,15,2,81.88,4,SAME
6,75.76,20.77,11,2,84.71,2,SAME
4,100.0,11.02,4,0,100.0,1,HARDER
16,69.96,38.23,27,7,39.71,5,EASIER
12,91.19,21.65,15,1,88.09,4,HARDER
12,74.81,31.5,17,4,71.99,4,SAME
16,82.63,16.82,20,3,89.77,5,HARDER
16,70.9,39.83,26,6,47.34,5,EASIER
16,73.54,38.67,25,6,40.22,5,EASIER
6,72.95,16.51,8,2,85.44,2,HARDER
12,91.07,13.35,14,1,85.77,4,HARDER
9,89.23,16.28,10,1,87.15,3,HARDER
4,100.0,5.54,4,0,86.01,1,HARDER
9,81.84,28.65,11,2,87.95,3,SAME
16,87.5,28.55,20,2,72.11,5,HARDER
9,90.77,18.0,11,1,92.29,3,HARDER
12,81.46,28.7,19,3,66.83,4,SAME
6,86.69,19.68,8,1,88.73,2,HARDER
16,71.28,68.09,29,6,46.49,5,EASIER
16,72.14,31.85,27,6,47.42,5,EASIER
9,100.0,14.24,9,0,100.0,3,HARDER
9,74.76,14.2,16,3,52.7,3,EASIER
6,84.17,23.53,8,1,96.43,2,HARDER
16,64.8,27.56,25,8,44.99,5,EASIER
6,74.65,20.46,8,2,82.83,2,HARDER
9,82.29,26.64,11,2,89.81,3,HARDER
12,70.8,66.37,18,5,56.13,4,EASIER
4,66.2,20.35,7,2,76.27,1,SAME
9,80.95,16.79,12,2,97.94,3,HARDER
16,73.23,61.71,24,6,51.32,5,EASIER
16,94.79,24.87,18,1,97.73,5,HARDER
12,81.19,24.01,16,3,74.27,4,SAME
9,80.37,22.8,11,2,86.46,3,HARDER
16,94.98,25.83,19,1,95.54,5,HARDER
16,95.4,35.85,17,1,100.0,5,HARDER
6,100.0,12.35,6,0,100.0,2,HARDER
9,89.74,31.44,11,1,87.72,3,HARDER
16,70.8,30.98,26,7,37.97,5,EASIER
12,86.01,20.91,17,2,84.16,4,HARDER
16,67.08,29.24,30,8,33.95,5,EASIER
9,80.85,18.39,12,2,80.76,3,HARDER
12,75.24,27.61,19,4,73.4,4,SAME
12,99.63,19.48,13,0,100.0,4,HARDER
16,81.05,21.47,22,4,63.24,5,HARDER
12,82.03,39.43,17,3,76.55,4,SAME
9,89.59,13.33,11,1,92.26,3,HARDER
12,90.23,19.51,13,1,92.21,4,HARDER
9,100.0,11.95,10,0,100.0,3,HARDER
9,89.89,23.53,14,1,86.07,3,HARDER
9,99.87,19.22,9,0,100.0,3,HARDER
6,100.0,12.46,6,0,100.0,2,HARDER
12,72.97,28.89,20,4,75.9,4,SAME
12,68.25,33.32,23,6,58.18,4,EASIER
6,76.18,13.13,10,2,85.21,2,HARDER
4,99.0,7.66,4,0,95.85,1,HARDER
6,98.75,16.7,6,0,100.0,2,HARDER
16,65.5,33.72,30,8,32.03,5,EASIER
9,72.51,18.65,14,3,83.41,3,SAME
6,85.16,14.63,8,1,92.77,2,HARDER
6,85.89,20.48,8,1,96.41,2,SAME
16,69.64,28.33,29,7,56.49,5,HARDER
9,80.77,31.61,12,2,94.14,3,SAME
9,80.79,32.68,13,2,76.21,3,SAME
9,88.81,14.73,11,1,97.68,3,HARDER
9,69.77,36.43,16,4,64.48,3,EASIER
6,100.0,18.56,6,0,100.0,2,HARDER
4,79.38,10.42,5,1,83.61,1,HARDER
16,90.14,36.3,20,2,66.67,5,HARDER
16,83.62,24.16,22,3,73.18,5,HARDER
6,85.86,25.96,7,1,100.0,2,HARDER
12,81.77,29.2,17,3,78.39,4,HARDER
9,89.71,28.69,10,1,90.28,3,HARDER
16,92.97,35.64,18,1,99.61,5,HARDER
4,79.33,17.37,5,1,86.82,1,HARDER
9,91.1,15.58,11,1,96.52,3,HARDER
12,75.25,22.47,19,4,67.66,4,SAME
9,83.57,10.52,11,2,84.52,3,HARDER
9,88.9,14.47,10,1,97.85,3,HARDER
9,98.04,21.56,9,0,100.0,3,HARDER
9,100.0,25.97,10,0,100.0,3,HARDER
4,100.0,10.78,4,0,100.0,1,SAME
4,98.98,15.47,4,0,100.0,1,HARDER
4,65.97,20.57,8,2,86.35,1,SAME
16,75.67,28.16,28,5,42.54,5,EASIER
4,99.21,9.11,4,0,100.0,1,HARDER
6,100.0,15.01,7,0,100.0,2,HARDER
16,71.24,42.77,26,7,46.95,5,EASIER
9,89.76,32.45,10,1,97.55,3,HARDER
12,81.44,21.49,21,3,67.91,4,HARDER
9,69.77,28.81,16,4,66.3,3,EASIER
6,75.14,35.42,8,2,79.83,2,EASIER
16,71.29,24.44,25,6,44.77,5,SAME
12,76.45,31.35,19,4,58.05,4,SAME
6,100.0,14.37,6,0,100.0,2,HARDER
16,68.87,41.32,29,7,43.07,5,EASIER
16,82.79,28.2,25,3,81.36,5,HARDER
9,80.25,24.27,12,2,97.2,3,HARDER
16,79.36,26.03,25,4,74.67,5,SAME
4,100.0,14.63,4,0,100.0,1,HARDER
4,80.12,17.24,5,1,89.04,1,HARDER
16,73.93,48.5,25,6,42.61,5,EASIER
6,84.84,17.6,8,1,94.67,2,HARDER
4,100.0,16.78,4,0,90.82,1,HARDER
16,67.18,43.95,32,8,17.62,5,EASIER
6,85.2,17.39,7,1,94.71,2,HARDER
6,84.38,17.93,7,1,99.14,2,HARDER
9,84.08,38.01,13,2,89.09,3,SAME
4,78.08,15.03,5,1,100.0,1,HARDER
4,65.07,17.46,6,2,85.99,1,SAME
12,80.48,18.29,19,3,77.49,4,SAME
9,88.24,17.85,11,1,100.0,3,HARDER
9,64.65,33.0,17,5,50.2,3,EASIER
4,67.39,18.33,6,2,93.82,1,EASIER
16,71.44,27.84,30,7,23.59,5,EASIER
12,74.78,44.78,17,4,62.04,4,EASIER
4,99.35,9.64,4,0,100.0,1,HARDER
4,80.3,11.09,7,1,85.33,1,HARDER
6,100.0,13.62,7,0,100.0,2,HARDER
9,88.86,13.81,12,1,90.83,3,HARDER
9,69.98,25.99,14,4,56.69,3,EASIER
16,68.0,30.76,30,8,26.31,5,EASIER
4,100.0,11.17,4,0,100.0,1,HARDER
4,80.57,14.93,6,1,90.02,1,HARDER
6,87.48,15.22,7,1,82.71,2,HARDER
6,66.52,15.59,14,3,68.45,2,EASIER
6,85.12,19.6,8,1,84.47,2,HARDER
4,100.0,11.15,4,0,100.0,1,HARDER
9,89.33,23.33,10,1,89.47,3,HARDER
12,75.34,26.67,18,4,64.99,4,HARDER
4,99.83,12.64,4,0,82.69,1,HARDER
12,92.29,15.96,14,1,88.26,4,HARDER
9,100.0,15.83,9,0,100.0,3,HARDER
4,67.78,16.8,10,2,81.3,1,EASIER
6,99.26,11.54,6,0,100.0,2,HARDER
12,80.07,16.03,19,3,79.11,4,SAME
6,85.37,15.04,7,1,100.0,2,HARDER
6,100.0,14.41,7,0,98.79,2,HARDER
16,71.3,37.66,28,7,53.24,5,EASIER
6,87.09,24.91,8,1,98.55,2,HARDER
9,70.03,34.54,14,4,78.15,3,EASIER
4,100.0,12.63,4,0,80.79,1,HARDER
9,88.96,19.03,11,1,73.75,3,HARDER
9,74.6,30.35,12,3,76.64,3,SAME
4,98.71,25.46,4,0,98.06,1,HARDER
9,75.28,15.93,12,3,84.23,3,HARDER
6,99.99,19.88,6,0,95.32,2,HARDER
6,85.09,13.77,9,1,98.74,2,HARDER
6,74.67,13.9,9,2,81.71,2,HARDER
4,100.0,19.72,4,0,95.48,1,HARDER
9,68.93,19.85,16,4,81.68,3,EASIER
9,69.67,41.53,14,4,72.76,3,EASIER
16,82.27,40.03,24,4,45.27,5,EASIER
9,97.63,15.78,9,0,100.0,3,HARDER
12,79.0,31.39,19,3,69.71,4,EASIER
4,65.7,13.3,6,2,73.27,1,EASIER
12,79.59,20.27,18,3,77.27,4,SAME
6,85.48,23.66,8,1,99.03,2,HARDER
6,84.99,18.84,8,1,81.74,2,HARDER
12,63.36,37.67,25,7,38.22,4,EASIER
9,90.45,14.94,11,1,93.96,3,HARDER
4,100.0,11.44,4,0,99.2,1,HARDER
9,74.33,14.72,14,3,85.98,3,SAME
12,92.71,23.87,13,1,84.73,4,HARDER
9,89.92,11.7,10,1,92.64,3,HARDER
12,99.72,25.25,12,0,93.58,4,HARDER
6,86.22,20.52,7,1,79.07,2,HARDER
9,99.16,12.89,9,0,100.0,3,HARDER
16,79.02,29.04,23,4,69.98,5,SAME
4,100.0,13.15,4,0,97.8,1,HARDER
9,74.44,20.99,15,3,72.28,3,HARDER
6,98.92,9.55,6,0,100.0,2,HARDER
6,98.39,8.35,6,0,100.0,2,HARDER
12,70.09,19.06,20,5,61.12,4,SAME
4,100.0,8.62,4,0,100.0,1,HARDER
4,98.78,14.47,4,0,96.81,1,HARDER
9,75.56,24.73,14,3,69.19,3,SAME
9,90.48,16.27,12,1,81.06,3,HARDER
6,87.26,9.1,7,1,99.81,2,HARDER
12,85.13,23.19,15,2,78.99,4,HARDER
4,79.01,18.48,6,1,94.85,1,HARDER
16,70.32,41.36,27,7,40.89,5,EASIER
6,85.44,16.14,7,1,83.21,2,HARDER
9,75.81,20.8,12,3,78.8,3,HARDER
16,75.32,44.58,23,5,52.77,5,EASIER
12,74.64,47.91,20,4,56.88,4,EASIER
9,74.98,24.0,12,3,72.55,3,EASIER
12,84.41,27.65,15,2,78.47,4,HARDER
9,75.61,26.93,14,3,83.79,3,EASIER
12,84.46,21.4,14,2,78.77,4,HARDER
6,60.05,20.86,13,4,66.6,2,EASIER
9,90.26,20.56,12,1,84.26,3,HARDER
4,81.25,16.41,5,1,86.99,1,HARDER
16,71.57,21.89,25,6,53.7,5,EASIER
9,90.34,14.52,10,1,95.04,3,HARDER
4,100.0,7.76,4,0,100.0,1,HARDER
16,75.1,24.38,29,6,43.68,5,SAME
4,100.0,10.99,4,0,91.89,1,HARDER
4,79.86,12.75,5,1,90.41,1,SAME
6,99.81,14.96,7,0,97.55,2,HARDER
9,63.6,35.63,16,5,55.15,3,EASIER
16,85.21,20.84,23,3,77.05,5,SAME
12,57.52,30.24,30,9,14.18,4,EASIER
6,73.91,23.61,9,2,82.64,2,SAME
9,100.0,17.76,9,0,94.64,3,HARDER
9,82.57,16.6,13,2,84.53,3,HARDER
9,89.28,41.35,10,1,95.44,3,HARDER
12,81.07,27.9,17,3,65.54,4,SAME
4,99.83,6.24,4,0,93.06,1,HARDER
9,61.88,26.3,21,5,25.61,3,EASIER
12,75.37,27.5,19,4,62.66,4,EASIER
12,79.56,58.96,17,3,88.36,4,SAME
4,78.97,15.51,6,1,89.0,1,SAME
9,69.9,30.87,16,4,63.85,3,EASIER
12,86.21,22.88,15,2,78.14,4,HARDER
16,76.16,28.01,24,5,50.54,5,EASIER
12,75.76,28.75,18,4,63.52,4,SAME
12,80.79,32.87,18,3,75.51,4,EASIER
4,79.49,9.12,7,1,79.02,1,HARDER
9,90.32,24.25,11,1,90.06,3,HARDER
6,86.09,19.15,7,1,85.17,2,HARDER
4,100.0,10.97,4,0,100.0,1,HARDER
16,76.37,24.05,21,5,66.25,5,EASIER
16,80.62,22.64,21,4,83.78,5,SAME
6,75.1,23.46,11,2,73.29,2,EASIER
6,77.01,12.31,11,2,89.91,2,SAME
9,99.53,12.01,9,0,100.0,3,HARDER
6,100.0,7.64,6,0,100.0,2,HARDER
12,81.23,22.09,18,3,74.16,4,HARDER
4,66.89,21.29,6,2,77.43,1,SAME
16,66.83,38.12,32,8,25.66,5,EASIER
4,100.0,9.59,4,0,100.0,1,HARDER
6,86.45,18.0,8,1,87.13,2,SAME
16,83.69,23.03,20,3,82.94,5,HARDER
12,74.77,16.91,17,4,73.49,4,HARDER
9,74.54,18.88,16,3,69.97,3,SAME
4,100.0,16.83,4,0,100.0,1,HARDER
12,91.11,23.99,14,1,95.87,4,HARDER
12,70.75,29.4,19,5,58.15,4,SAME
12,86.31,17.3,16,2,81.07,4,HARDER
16,80.33,39.46,22,4,58.04,5,SAME
6,85.11,16.19,8,1,91.89,2,HARDER
6,66.58,22.85,10,3,86.62,2,EASIER
4,100.0,9.74,4,0,100.0,1,HARDER
4,100.0,9.3,4,0,100.0,1,HARDER
4,100.0,11.49,4,0,100.0,1,EASIER
16,70.03,34.76,27,7,45.54,5,EASIER
4,100.0,13.45,4,0,98.88,1,HARDER
9,90.82,35.07,12,1,90.1,3,HARDER
4,65.74,14.28,6,2,80.87,1,SAME
6,100.0,13.72,6,0,100.0,2,HARDER
6,68.55,41.99,15,3,58.96,2,EASIER
9,91.17,16.64,11,1,89.07,3,HARDER
6,99.7,15.35,6,0,99.27,2,HARDER
16,95.58,31.45,19,1,92.8,5,EASIER
4,79.69,17.63,6,1,85.61,1,HARDER
9,64.29,23.49,16,5,63.59,3,EASIER
4,80.03,13.08,6,1,86.54,1,HARDER
9,88.71,28.73,10,1,90.66,3,HARDER
4,79.14,13.02,6,1,100.0,1,HARDER
16,90.26,50.2,23,2,63.81,5,HARDER
16,74.99,41.02,25,5,56.5,5,EASIER
12,92.86,15.28,13,1,92.86,4,SAME
9,89.77,15.89,12,1,82.21,3,HARDER
16,83.51,22.12,20,3,88.11,5,HARDER
12,74.25,21.48,17,4,71.64,4,SAME
6,99.66,7.73,6,0,100.0,2,HARDER
6,75.75,26.61,10,2,64.47,2,SAME
9,64.15,35.28,16,5,66.5,3,EASIER
4,100.0,9.88,4,0,100.0,1,HARDER
6,99.67,18.04,6,0,87.05,2,HARDER
16,74.8,43.16,25,5,55.82,5,EASIER
6,66.88,20.63,10,3,66.15,2,EASIER
9,68.82,23.2,18,4,54.41,3,EASIER
12,91.82,27.05,14,1,85.17,4,HARDER
9,100.0,13.15,10,0,100.0,3,HARDER
16,66.56,31.67,29,8,31.68,5,EASIER
16,89.15,20.61,18,2,97.44,5,HARDER
4,100.0,10.39,4,0,100.0,1,HARDER
16,73.95,27.77,27,6,54.35,5,EASIER
12,87.72,34.45,15,2,69.72,4,HARDER
12,75.47,36.45,19,4,69.94,4,SAME
12,78.09,31.85,20,3,59.19,4,HARDER
16,62.97,61.97,32,10,0.0,5,EASIER
9,81.84,22.94,11,2,97.0,3,HARDER
9,81.94,16.1,11,2,74.12,3,HARDER
6,99.92,21.57,6,0,92.33,2,HARDER
6,99.11,16.92,8,0,89.85,2,HARDER
9,81.81,23.02,13,2,81.48,3,HARDER
16,75.67,34.69,22,5,73.37,5,SAME
4,66.3,28.88,7,2,72.39,1,EASIER
9,58.88,56.18,20,6,56.34,3,EASIER
6,66.22,22.76,10,3,68.08,2,EASIER
12,78.68,32.71,17,3,80.85,4,HARDER
6,87.26,9.16,7,1,89.65,2,HARDER
4,99.05,6.65,4,0,97.92,1,HARDER
9,100.0,18.56,9,0,100.0,3,HARDER
4,100.0,8.24,4,0,94.86,1,HARDER
6,85.92,15.11,7,1,89.12,2,HARDER
4,100.0,10.11,4,0,100.0,1,HARDER
6,85.75,14.3,7,1,91.55,2,HARDER
9,80.32,16.54,14,2,80.83,3,HARDER
12,91.23,17.58,14,1,86.8,4,HARDER
6,76.89,18.18,9,2,93.64,2,SAME
12,80.25,21.31,16,3,81.97,4,SAME
16,71.82,31.07,25,6,45.12,5,EASIER
12,59.24,44.64,24,8,39.66,4,EASIER
12,66.74,39.01,23,6,46.46,4,EASIER
9,82.02,21.44,12,2,90.74,3,SAME
12,85.0,16.3,17,2,86.55,4,HARDER
9,99.36,18.38,10,0,98.75,3,HARDER
4,66.51,17.2,9,2,88.15,1,EASIER
16,75.39,30.0,23,5,42.35,5,EASIER
9,89.45,17.67,12,1,81.65,3,HARDER
12,74.95,37.23,18,4,76.33,4,SAME
16,73.13,33.04,24,6,64.97,5,SAME
16,89.13,43.03,21,2,85.44,5,HARDER
4,100.0,19.07,4,0,100.0,1,HARDER
4,99.07,8.18,4,0,89.72,1,HARDER
6,100.0,22.62,6,0,97.71,2,HARDER
6,75.59,23.6,9,2,63.93,2,SAME
16,64.41,37.78,25,8,42.06,5,EASIER
12,71.34,34.35,18,5,64.21,4,SAME
6,98.32,10.32,6,0,100.0,2,HARDER
16,92.22,25.63,18,1,95.82,5,HARDER
4,80.75,21.65,5,1,87.79,1,HARDER
9,81.6,23.4,12,2,85.13,3,HARDER
12,100.0,23.83,14,0,82.95,4,HARDER
6,85.75,15.07,9,1,99.12,2,HARDER
4,99.36,11.33,4,0,100.0,1,HARDER
9,99.55,18.65,9,0,100.0,3,HARDER
12,76.96,35.01,18,4,59.19,4,EASIER
4,98.85,20.8,4,0,97.93,1,HARDER
16,79.19,40.07,23,4,67.94,5,SAME
9,75.89,32.13,14,3,78.17,3,EASIER
16,64.54,37.66,35,9,16.74,5,EASIER
9,81.14,15.94,13,2,81.92,3,HARDER
12,69.99,57.94,22,5,56.88,4,EASIER
16,71.49,31.32,24,6,49.5,5,EASIER
16,87.57,34.54,19,2,84.46,5,HARDER
4,80.48,14.67,5,1,91.21,1,HARDER
